微博数,关注数,粉丝数,introduction,是否认证,点赞数,评论数,是否包含特殊符号,positive_prob,sentiment,confidence,negative_prob,abnormal
86617,339,143000,1,1,2,1,1,0.762518,2,0.472263,0.237482,0
132009,1562,1865000,1,1,3,0,1,0.32916,0,0.268534,0.67084,0
247,86,23,1,0,0,0,0,0.791609,2,0.53691,0.208391,0
3067,342,921,1,1,0,0,0,0.925377,2,0.834171,0.0746232,0
947,333,11000,1,1,0,0,0,0.509013,1,0.819733,0.490987,0
8789,104,506,1,0,0,0,0,0.126919,0,0.717959,0.873081,0
6982,596,347,1,0,0,0,0,0.97741,2,0.949799,0.0225903,0
943,199,64,1,0,0,0,0,0.0266621,0,0.940751,0.973338,0
16769,3682,1480000,1,1,124,25,0,0.263299,0,0.41489,0.736701,0
141174,1049,12736000,1,1,111,21,1,0.895062,2,0.766805,0.104938,0
67253,1712,1179000,1,1,16,9,0,0.998959,2,0.997686,0.00104134,0
55394,659,1569000,1,1,28,6,1,0.994286,2,0.987303,0.00571364,0
127342,2699,20207000,1,1,37,7,1,0.0874421,0,0.805684,0.912558,0
94554,4255,1536000,1,1,46,19,1,0.547428,1,0.0514495,0.452572,0
9244,1524,1104000,1,1,638,125,1,0.999579,2,0.999064,0.000421132,0
117458,712,30929000,1,1,49,14,1,0.572526,2,0.0500566,0.427475,0
48703,1054,21300000,1,1,866,297,1,0.968599,2,0.930221,0.0314006,0
135627,2042,17987000,1,1,35,12,0,0.536512,1,0.269768,0.463488,0
178280,1267,18931000,1,1,172,40,1,0.0415917,0,0.907574,0.958408,0
114850,1477,10662000,1,1,29,10,1,0.944972,2,0.877717,0.0550275,0
9661,2572,28000,1,0,202,35,1,0.966569,2,0.925709,0.033431,0
4765,16,2360000,0,1,115,19,1,0.606115,2,0.124701,0.393885,0
10215,1026,196000,1,1,28,2,0,0.119828,0,0.733716,0.880172,0
41478,497,653000,1,1,14,2,1,0.0160659,0,0.964298,0.983934,0
30408,2282,273000,1,0,71,20,1,0.976102,2,0.946893,0.0238982,0
7089,199,259000,1,1,22,13,1,0.205862,0,0.542528,0.794137,0
5666,138,402,1,0,0,0,1,0.450607,1,0.012148,0.549393,0
576,196,25,1,0,1,0,1,0.999692,2,0.999317,0.0003075,0
92,132,190,1,0,0,0,0,0.0353138,0,0.921525,0.964686,0
2,67,1,1,0,0,0,1,0.830112,2,0.622471,0.169888,0
1238,117,11000,1,1,0,0,1,0.909349,2,0.798553,0.0906511,0
38865,203,358000,1,1,1,0,1,0.908447,2,0.796548,0.0915534,0
3878,95,54,1,0,0,0,1,0.301404,0,0.330212,0.698596,0
1102,185,13,1,0,1,0,0,0.0329584,0,0.926759,0.967042,0
2015,2220,334,1,0,0,0,1,0.481871,1,0.637428,0.518129,0
3080,50,212000,1,1,0,0,1,0.653138,2,0.229195,0.346862,0
2302,411,300,1,0,0,0,0,0.958743,2,0.908318,0.041257,0
3422,272,68,1,0,2,0,0,0.942653,2,0.872561,0.0573474,0
4241,340,239,1,0,0,0,1,0.833985,2,0.631077,0.166015,0
1113,204,12000,1,0,5,0,0,0.00154579,0,0.996565,0.998454,0
189,739,1276,1,0,1,2,1,0.999842,2,0.999649,0.000158095,0
20266,149,237,1,0,0,0,1,0.203897,0,0.546895,0.796103,0
547,25,11000,1,1,24,8,1,0.0947281,0,0.789493,0.905272,0
173993,2972,3889000,1,1,17,5,1,0.00241515,0,0.994633,0.997585,0
52648,182,254000,1,1,145,6,1,0.00040253,0,0.999106,0.999597,0
37673,3236,697000,1,1,753,133,1,0.999884,2,0.999743,0.000115726,0
886,94,61000,1,1,46,7,1,0.000884527,0,0.998034,0.999115,0
27743,1780,206000,1,1,10,3,1,0.256411,0,0.430198,0.743589,0
12849,8612,2580,1,0,80,14,1,0.999967,2,0.999927,3.27109E-05,0
9,40,2,0,0,84,5,0,0.000231933,0,0.999484,0.999768,0
5167,90,13000,1,0,11,4,0,0.98285,2,0.961889,0.01715,0
32257,452,450000,1,1,5,3,1,0.0352808,0,0.921598,0.964719,0
13191,1969,15000,1,1,382,55,0,0.045484,0,0.898924,0.954516,0
3799,454,292000,1,0,16,2,1,0.989544,2,0.976764,0.010456,0
29168,571,248000,1,1,8,5,1,0.831706,2,0.626014,0.168294,0
984,167,2116,1,0,19,5,0,0.975448,2,0.94544,0.0245519,0
3634,214,4356000,1,1,631,110,0,0.471471,1,0.429417,0.528529,0
22362,885,8310000,1,1,16,4,1,0.952353,2,0.894119,0.0476466,0
117458,712,30929000,1,1,186,49,1,0.924164,2,0.831475,0.0758364,0
1677,795,43000,1,1,128,17,1,0.839789,2,0.643976,0.160211,0
14904,100,6863,0,1,65,2,0,0.670706,2,0.268235,0.329294,0
9491,267,201000,1,1,180,4,1,0.998224,2,0.996054,0.00177575,0
14746,6257,242000,1,1,82,12,0,0.997815,2,0.995144,0.00218518,0
1671,80,231,1,0,0,0,0,0.170485,0,0.621144,0.829515,0
1389,68,121,0,0,0,0,0,0.985671,2,0.968159,0.0143286,0
5335,465,239,1,0,0,0,0,0.999876,2,0.999724,0.000124239,0
1541,174,206,1,0,0,0,1,0.99999,2,0.999977,1.02592E-05,0
2209,339,172,0,0,0,0,0,0.179336,0,0.601476,0.820664,0
70,3,1,1,0,0,0,0,0.99216,2,0.982578,0.00783988,0
2892,184,1713,1,0,0,0,0,0.337839,0,0.249246,0.662161,0
4243,90,11000,1,1,0,0,1,0.570455,2,0.0454566,0.429544,0
6342,621,162,1,0,0,0,1,0.987897,2,0.973105,0.0121025,0
20044,1078,961,1,0,2,0,0,0.000989795,0,0.9978,0.99901,0
12358,207,504,1,0,0,0,1,0.559026,2,0.0200584,0.440974,0
268,224,54,1,0,0,0,0,0.982757,2,0.961683,0.0172425,0
520,160,45,1,0,0,0,0,0.990906,2,0.97979,0.00909445,0
7620,575,499,1,0,0,0,1,0.991149,2,0.980332,0.00885061,0
1750,108,391,0,0,0,0,0,0.999926,2,0.999837,0.000073548,0
268,345,56,1,0,0,0,1,0.96301,2,0.917801,0.0369898,0
30,25,1,0,0,0,0,1,0.999142,2,0.998093,0.000858072,0
3218,468,14000,1,1,0,0,1,0.807589,2,0.57242,0.192411,0
13902,1027,351,1,0,0,2,0,0.00266571,0,0.994076,0.997334,0
48,21,8,1,0,9,0,1,0.99992,2,0.999822,7.98285E-05,0
32787,1176,23000,1,1,0,0,0,0.000169872,0,0.999622,0.99983,0
3260,212,225,1,0,0,0,0,0.100232,0,0.777263,0.899768,0
33265,54,51000,1,0,0,0,0,0.788278,2,0.529507,0.211722,0
148,195,186,0,0,0,0,0,0.944172,2,0.875937,0.0558283,0
76,413,90,0,0,0,0,1,0.999883,2,0.999741,0.000116524,0
436,1029,28,0,0,0,0,0,0.999005,2,0.997789,0.000994795,0
31474,4,285,0,1,1,1,0,0.926307,2,0.836237,0.0736932,0
2193,334,1177,1,1,0,0,0,0.858371,2,0.685268,0.141629,0
1,4,1,0,0,5,2,1,7.47371E-05,0,0.999834,0.999925,0
18185,122,799000,1,1,1,0,1,0.877369,2,0.727487,0.122631,0
3362,337,251,1,1,452,21,1,0.000498052,0,0.998893,0.999502,0
423,90,157,1,0,0,0,0,0.893321,2,0.762936,0.106679,0
239,26,29,0,0,0,0,0,0.241881,0,0.462487,0.758119,0
2,36,3,0,0,0,0,1,0.931956,2,0.848792,0.0680437,0
6705,452,70000,1,1,3,0,1,0.027224,0,0.939502,0.972776,0
4673,282,9046,1,0,18,8,1,0.906205,2,0.791567,0.0937947,0
158155,3906,19103000,1,1,34,6,1,0.976726,2,0.948279,0.0232743,0
126771,1941,6443000,1,1,33,12,1,0.823684,2,0.608186,0.176316,0
8663,1012,1322000,1,1,713,54,1,0.914966,2,0.811036,0.0850339,0
12946,411,24000,1,1,2987,192,1,0.0043034,0,0.990437,0.995697,0
10642,480,1457000,1,1,602,252,1,0.74163,2,0.425845,0.25837,0
8258,417,2169000,1,1,40,20,1,0.967959,2,0.928798,0.0320411,0
4415,417,515000,1,1,1550,127,1,0.993678,2,0.98595,0.00632243,0
91894,437,22969000,1,1,481,86,0,0.0646008,0,0.856443,0.935399,0
114850,1477,10663000,1,1,66,20,1,0.847282,2,0.660627,0.152718,0
135628,2042,17987000,1,1,124,25,1,0.0148178,0,0.967071,0.985182,0
162583,2738,131000000,1,1,51560,4262,0,0.389181,0,0.135154,0.610819,0
162583,2738,131000000,1,1,6658,1001,1,0.450906,1,0.0181174,0.549094,0
162583,2738,131000000,1,1,6653,950,1,0.119779,0,0.733825,0.880221,0
162583,2738,131000000,1,1,459604,57657,1,0.903332,2,0.785181,0.0966685,0
114850,1477,10663000,1,1,40,12,1,0.214455,0,0.523434,0.785545,0
152859,3063,151000000,1,1,3192,695,1,0.286587,0,0.363139,0.713413,0
120671,434,6064000,1,1,916,466,1,0.0333219,0,0.925951,0.966678,0
134135,1153,379000,1,1,2,0,0,0.979092,2,0.953538,0.020908,0
62816,100,887000,1,1,0,0,0,0.248197,0,0.448452,0.751803,0
9515,1951,30000,1,1,2,6,1,0.11181,0,0.751534,0.88819,0
9032,659,183,1,0,0,0,0,0.399928,0,0.11127,0.600072,0
2459,505,121000,1,0,0,0,0,0.782306,2,0.516235,0.217694,0
134,93,7,1,0,2,0,1,0.419695,0,0.0673433,0.580305,0
3844,1273,1262,1,1,0,0,1,0.0169593,0,0.962313,0.983041,0
4051,548,78,1,0,0,0,1,0.117245,0,0.739456,0.882755,0
4582,453,977,1,0,0,0,0,0.642565,2,0.205701,0.357435,0
88112,88,236000,1,1,1,0,0,0.043234,0,0.903924,0.956766,0
37,861,134,0,0,0,0,1,0.998165,2,0.995922,0.00183504,0
8048,1454,2003,1,1,5,0,1,0.0550086,0,0.877759,0.944991,0
106359,483,1957000,1,1,7,1,1,0.983452,2,0.963228,0.0165476,0
20195,74,341000,1,1,8,1,0,0.836258,2,0.636129,0.163742,0
36571,301,2437000,1,1,48,17,1,0.839041,2,0.642313,0.160959,0
3677,384,613000,1,1,458,71,1,0.550592,2,0.00131501,0.449408,0
4,37,3,0,0,17,0,1,0.00221075,0,0.995087,0.997789,0
269,174,14000,1,1,14,5,1,0.698769,2,0.330597,0.301231,0
677,10,26,1,0,0,0,0,0.822718,2,0.606039,0.177282,0
739,353,140,1,0,3,2,1,0.79972,2,0.554934,0.20028,0
82572,801,353,0,0,0,0,0,0.741939,2,0.426531,0.258061,0
22,39,1,0,0,0,2,1,0.999973,2,0.99994,2.70069E-05,0
134,93,7,1,0,0,0,1,0.419695,0,0.0673433,0.580305,0
98,21,221,1,0,0,0,1,0.956105,2,0.902455,0.043895,0
638,114,72,1,0,1,0,0,0.999942,2,0.999871,5.79355E-05,0
31,138,8,0,0,0,0,0,0.999608,2,0.99913,0.000391751,0
4270,164,205,1,0,4,0,1,0.000392764,0,0.999127,0.999607,0
152,162,63,1,0,0,0,0,0.999992,2,0.999981,8.35326E-06,0
47,40,4,1,0,1,1,0,0.530067,1,0.398664,0.469933,0
12946,411,24000,1,1,2979,192,1,0.00430341,0,0.990437,0.995697,0
10642,480,1457000,1,1,601,252,1,0.74163,2,0.425845,0.25837,0
4415,417,515000,1,1,1493,123,1,0.993678,2,0.98595,0.00632243,0
111698,1072,15783000,1,1,1010,205,1,0.895555,2,0.7679,0.104445,0
1325,64,2424000,1,1,435,34,1,0.0141228,0,0.968616,0.985877,0
9140,86,9154,1,0,101,1,1,0.983217,2,0.962705,0.0167828,0
7088,199,259000,1,1,1238,123,0,0.948052,2,0.88456,0.0519482,0
102286,5069,1945000,1,1,36,9,1,0.855236,2,0.678303,0.144764,0
7097,577,142000,1,1,2,0,0,0.00479217,0,0.989351,0.995208,0
31474,4,285,0,1,1,0,0,0.605008,2,0.122239,0.394992,0
338,187,283,1,0,0,0,1,0.495297,1,0.905931,0.504703,0
7961,521,10000,1,1,4,5,0,0.378785,0,0.158255,0.621215,0
12,147,68,1,0,0,0,1,0.0314202,0,0.930177,0.96858,0
23857,242,36000,1,1,0,0,1,0.00414451,0,0.99079,0.995855,0
7887,869,1071,1,0,0,0,0,0.0253059,0,0.943765,0.974694,0
4184,189,453,1,1,0,1,0,0.000940513,0,0.99791,0.999059,0
15896,243,1093000,1,1,168,41,0,0.813003,2,0.584451,0.186997,0
248132,1758,104000000,1,1,115,19,1,0.000392355,0,0.999128,0.999608,0
73454,720,1031000,1,1,1038,40,0,0.999144,2,0.998097,0.000856398,0
5440,102,415000,1,1,80,31,1,0.852002,2,0.671116,0.147998,0
49990,392,1864000,1,1,93,8,1,0.629286,2,0.176192,0.370714,0
11776,146,513000,1,1,98,5,1,0.999717,2,0.999371,0.000283237,0
43260,3036,2692000,1,1,233,34,1,0.134329,0,0.701492,0.865671,0
51588,1204,5458000,1,0,63,3,1,0.999628,2,0.999173,0.000372052,0
32255,452,450000,1,1,562,57,0,0.438942,0,0.0245745,0.561059,0
2741,70,571000,1,1,106,14,1,0.904107,2,0.786905,0.0958925,0
9500,323,225,1,1,2,0,1,0.999765,2,0.999477,0.000235375,0
1744,1806,102,0,0,1,0,0,0.999978,2,0.999951,2.21513E-05,0
1961,986,403,1,0,0,0,1,0.0221715,0,0.95073,0.977828,0
70,3,1,1,0,0,0,1,0.00176502,0,0.996078,0.998235,0
2010,443,176,1,0,0,0,0,0.998694,2,0.997099,0.00130553,0
2827,1271,10000,1,1,0,0,1,0.998783,2,0.997297,0.00121649,0
512,395,16,1,0,0,0,1,0.199706,0,0.556209,0.800294,0
1291,17,12,1,0,0,0,1,0.54334,1,0.133203,0.45666,0
4692,395,349,1,0,0,0,0,0.999034,2,0.997854,0.000965645,0
1453,431,301,0,0,0,0,1,0.99011,2,0.978023,0.00988955,0
6806,496,93000,1,1,0,0,1,0.831703,2,0.626007,0.168297,0
746,314,1745,1,0,0,1,1,0.0865584,0,0.807648,0.913442,0
3815,211,8572,1,0,8,5,1,0.422071,0,0.0620634,0.577929,0
42,349,32,1,0,0,0,0,0.872678,2,0.717063,0.127322,0
626,171,26,0,0,0,0,1,0.971143,2,0.935874,0.0288569,0
1297,397,105000,1,1,0,0,1,0.176576,0,0.60761,0.823424,0
17777,373,11000,1,1,4,0,0,0.0870513,0,0.806553,0.912949,0
14669,89,11000,1,1,122,14,0,0.000497219,0,0.998895,0.999503,0
8489,694,116000,1,1,157,56,1,0.622033,2,0.160073,0.377967,0
19430,182,291000,1,1,321,45,0,0.996539,2,0.99231,0.00346068,0
1935,658,151,1,0,77,2,1,0.0816674,0,0.818517,0.918333,0
27565,694,452000,1,1,114,2,1,0.967633,2,0.928073,0.032367,0
196595,438,8173000,1,1,222,30,1,0.827603,2,0.616895,0.172397,0
41036,200,1314000,1,1,20,6,1,0.000226176,0,0.999497,0.999774,0
447,65,101,1,0,45,2,0,0.342199,0,0.239558,0.657801,0
131189,354,18052000,1,1,31944,2723,1,0.953921,2,0.897602,0.0460792,0
42283,766,1205000,1,1,277,27,1,0.991139,2,0.980308,0.00886149,0
151135,1932,95474000,1,1,1790,362,1,0.939459,2,0.865464,0.0605411,0
49130,1522,538000,1,1,370,96,0,0.224669,0,0.500735,0.775331,0
161235,1471,26734000,1,1,145,31,1,0.483073,1,0.66145,0.516927,0
15815,873,1017000,1,1,252,92,1,0.249464,0,0.445635,0.750536,0
117458,712,30929000,1,1,43658,3897,0,0.0720083,0,0.839982,0.927992,0
178280,1267,18931000,1,1,136,65,1,0.163945,0,0.635678,0.836055,0
31595,7,1050000,1,1,102,24,1,0.000985604,0,0.99781,0.999014,0
492,347,73,1,0,2,0,1,0.999972,2,0.999939,2.76012E-05,0
4244,13920,29000,1,1,0,0,1,0.957484,2,0.905519,0.0425162,0
4599,560,1381,1,0,0,0,0,0.205105,0,0.544211,0.794895,0
10242,1909,451000,0,1,0,0,0,0.925219,2,0.83382,0.0747811,0
264,153,180,1,0,2,0,1,0.999909,2,0.999797,9.13654E-05,0
7902,334,230,1,0,0,0,0,3.0455E-06,0,0.999993,0.999997,0
16,337,51,1,0,0,0,0,0.413959,0,0.0800906,0.586041,0
31,32,4,1,0,0,0,0,0.950582,2,0.890182,0.0494182,0
288,240,71,0,0,11,11,1,0.98972,2,0.977155,0.0102802,0
94,644,1473,1,0,0,0,0,0.685826,2,0.301836,0.314174,0
202,119,23,0,0,0,0,0,0.464792,1,0.295833,0.535208,0
65861,679,2561,0,1,1,0,1,0.0197598,0,0.956089,0.98024,0
5383,938,1386,1,0,0,0,1,0.999912,2,0.999805,0.000087705,0
6397,555,1804000,1,1,86,112,0,0.459252,1,0.185043,0.540748,0
5486,587,80000,1,1,6,4,1,0.747079,2,0.437953,0.252921,0
1492,611,282,1,1,5,0,1,0.0288504,0,0.935888,0.97115,0
32320,351,1541000,1,1,1,1,1,0.994533,2,0.987852,0.00546656,0
7152,88,571000,1,1,6,0,1,0.937796,2,0.861769,0.062204,0
108490,39,2187000,1,1,10,2,1,0.00118906,0,0.997358,0.998811,0
228,117,218,1,0,14,23,1,0.997714,2,0.994921,0.00228571,0
9070,202,119000,1,1,23,22,1,0.96389,2,0.919755,0.0361103,0
77986,897,321000,1,1,5,2,0,0.966517,2,0.925593,0.0334831,0
26247,1130,651000,1,1,8,2,0,0.483528,1,0.670554,0.516472,0
5338,158,811000,1,1,43,11,0,0.511415,1,0.771695,0.488585,0
43932,251,160000,1,1,219,13,1,0.00336349,0,0.992526,0.996637,0
141173,1049,12737000,1,1,111,21,1,0.895062,2,0.766805,0.104938,0
67252,1712,1179000,1,1,16,9,0,0.998959,2,0.997686,0.00104134,0
55391,659,1569000,1,1,28,6,1,0.994286,2,0.987303,0.00571363,0
158154,3906,19103000,1,1,59,22,1,0.622868,2,0.161929,0.377132,0
156154,4410,27352000,1,1,141,41,1,0.77342,2,0.496489,0.22658,0
43932,251,160000,1,1,60,13,1,0.00191817,0,0.995737,0.998082,0
300,275,4,1,0,79,0,0,0.962097,2,0.91577,0.0379033,0
4,32,1,0,0,64,1,1,0.996597,2,0.992438,0.00340295,0
95726,940,1892000,1,1,3,0,1,0.987638,2,0.97253,0.0123616,0
4935,688,1711,1,1,85,6,0,0.00487091,0,0.989176,0.995129,0
22362,885,8310000,1,1,20,9,1,0.888712,2,0.752693,0.111288,0
92425,971,281000,1,1,154,58,0,0.994244,2,0.987209,0.00575582,0
178280,1267,18931000,1,1,523,109,1,0.0309875,0,0.931139,0.969013,0
16192,721,2148,1,1,1712,115,1,0.99873,2,0.997177,0.00127022,0
132538,655,2421000,1,1,190,55,0,0.926942,2,0.83765,0.0730577,0
60727,323,1074000,0,1,125,60,0,0.992041,2,0.982314,0.00795884,0
2122,192,2673,1,1,5,2,1,0.880259,2,0.733908,0.119742,0
2741,70,571000,1,1,61,7,0,0.629971,2,0.177714,0.370029,0
62426,883,466000,1,1,2,3,0,0.957141,2,0.904758,0.0428588,0
10801,50,214000,1,1,3,0,1,0.686712,2,0.303805,0.313288,0
173993,2972,3889000,1,1,13,1,0,0.0526572,0,0.882984,0.947343,0
520,213,202,0,0,0,0,0,0.0151796,0,0.966267,0.98482,0
157,53,301,1,0,0,0,0,0.999906,2,0.999791,9.40561E-05,0
186,23,19,1,0,0,0,0,0.0678594,0,0.849201,0.932141,0
1221,267,202,1,0,0,0,0,0.813458,2,0.585463,0.186542,0
317,1121,445,1,0,0,0,0,0.98146,2,0.958799,0.0185403,0
10964,1572,12000,1,1,0,0,1,0.838794,2,0.641764,0.161206,0
3581,307,503,1,0,0,0,0,0.111307,0,0.752652,0.888693,0
2319,230,1930000,1,1,154,18,1,0.502187,1,0.956266,0.497813,0
17222,904,178000,1,1,227,14,0,0.00421233,0,0.990639,0.995788,0
186,42,143,1,0,0,0,1,0.855645,2,0.67921,0.144355,0
2944,156,266,1,0,0,0,0,0.53148,1,0.370401,0.46852,0
29147,180,1573000,1,1,0,0,0,0.204623,0,0.545282,0.795377,0
397,195,2448,1,0,0,0,1,0.995761,2,0.99058,0.00423911,0
25696,421,1855,0,1,0,0,1,0.276633,0,0.38526,0.723367,0
162,116,4,0,0,1,0,1,0.423282,0,0.0593725,0.576718,0
17325,880,16000,1,1,0,0,0,0.663273,2,0.251717,0.336727,0
12358,207,504,1,0,0,0,0,0.759817,2,0.46626,0.240183,0
21412,404,301,1,1,1,0,1,0.000981643,0,0.997819,0.999018,0
6542,158,189000,1,1,0,0,1,0.964442,2,0.920981,0.0355584,0
57430,577,4585000,1,1,288,56,0,0.390307,0,0.132652,0.609693,0
106359,483,1957000,1,1,7,2,1,0.983452,2,0.963228,0.0165476,0
81843,1352,1057000,1,1,30,25,1,0.129689,0,0.711802,0.870311,0
36571,301,2437000,1,1,49,17,1,0.839041,2,0.642314,0.160959,0
10964,886,12000,1,1,66,14,1,0.000936206,0,0.99792,0.999064,0
37300,1315,1225000,1,1,138,46,1,0.465492,1,0.309843,0.534508,0
2141,218,414,1,0,45,11,1,0.996503,2,0.992229,0.00349704,0
4,37,3,0,0,20,0,1,0.00221075,0,0.995087,0.997789,0
40277,5675,1205000,1,1,33,30,1,0.189889,0,0.578024,0.810111,0
3646,508,1376,1,0,25,5,0,0.997256,2,0.993902,0.00274419,0
326,57,321,1,0,0,0,0,0.994136,2,0.986968,0.00586433,0
24982,135,870000,1,1,0,0,1,0.841379,2,0.647508,0.158621,0
29308,1236,1712,1,1,7,2,1,0.999959,2,0.999908,4.12937E-05,0
24768,412,1030000,1,1,2,0,1,0.955247,2,0.900549,0.0447529,0
6203,110,559,1,0,0,0,0,0.146911,0,0.673531,0.853089,0
742,119,11000,1,1,2,0,0,0.250588,0,0.443137,0.749412,0
16519,990,409000,1,1,5,0,1,0.999978,2,0.999951,2.22827E-05,0
53645,816,3108000,1,1,7,4,1,0.315947,0,0.297896,0.684053,0
92429,971,281000,1,1,37,9,1,0.99953,2,0.998955,0.000470404,0
61590,336,1733000,1,1,7,2,1,0.473997,1,0.479944,0.526003,0
60863,489,7296000,1,1,3,0,1,0.462837,1,0.256746,0.537163,0
84956,1134,766000,1,1,33,22,1,0.311262,0,0.308307,0.688738,0
15941,471,235000,1,1,90,14,0,0.360913,0,0.197971,0.639087,0
70207,371,3508000,1,1,202,39,1,0.944941,2,0.877647,0.0550586,0
3156,174,13000,1,1,13,6,1,0.960764,2,0.91281,0.0392358,0
5897,92,324000,1,1,314,11,1,0.228837,0,0.491474,0.771163,0
10611,618,173000,1,1,51,31,0,0.522767,1,0.544662,0.477233,0
13760,603,21000,1,1,0,0,0,0.721472,2,0.381048,0.278528,0
37673,3236,697000,1,1,18,7,0,0.689557,2,0.310126,0.310443,0
6038,410,2009,1,0,0,0,1,0.613313,2,0.140695,0.386687,0
1979,490,211,1,0,0,0,0,0.973138,2,0.940306,0.0268624,0
112,77,217,1,0,0,0,1,0.180033,0,0.599927,0.819967,0
351,99,11000,0,0,0,0,1,0.837531,2,0.638958,0.162469,0
509,422,1000,1,1,0,0,1,0.0840771,0,0.813162,0.915923,0
88149,1125,1268000,1,1,1,0,1,0.0716752,0,0.840722,0.928325,0
368,260,125,1,0,0,0,1,0.137797,0,0.693785,0.862203,0
518,127,222,1,0,0,0,0,0.998742,2,0.997204,0.00125813,0
48,18,3074,0,0,0,0,0,0.923006,2,0.828901,0.0769944,0
598,47,33,0,0,1,0,1,0.995088,2,0.989084,0.00491204,0
27116,948,11000,1,1,3,0,0,0.260226,0,0.42172,0.739774,0
121,171,235,1,0,4,3,0,0.996024,2,0.991164,0.00397618,0
1912,1436,309,1,0,0,0,0,0.368609,0,0.180869,0.631391,0
42,28,1,1,0,0,0,1,0.960623,2,0.912495,0.0393774,0
80,272,5,0,0,0,0,1,0.985329,2,0.967397,0.0146713,0
3549,277,3,1,0,0,0,0,0.99894,2,0.997645,0.00105994,0
10667,3321,546000,1,1,0,0,1,0.00128236,0,0.99715,0.998718,0
9752,4071,13000,1,1,7,1,0,0.977272,2,0.949492,0.0227284,0
461,316,89,1,0,0,0,0,0.0663893,0,0.852468,0.933611,0
182,121,38,1,0,0,0,1,0.999921,2,0.999825,7.87586E-05,0
3728,169,169,1,0,0,0,0,0.0171316,0,0.96193,0.982868,0
74187,7689,307000,1,1,0,0,1,0.801858,2,0.559686,0.198142,0
276122,3080,1680000,1,1,0,0,1,0.998489,2,0.996642,0.00151109,0
338,185,125,0,0,0,0,0,0.00231517,0,0.994855,0.997685,0
32330,342,72000,1,1,0,0,0,0.407565,0,0.0942993,0.592435,0
22,2,2,1,0,0,0,1,0.000327546,0,0.999272,0.999672,0
6068,952,711,1,1,1,5,1,0.999872,2,0.999716,0.000127675,0
40445,1069,722000,1,1,0,0,0,0.968689,2,0.93042,0.031311,0
240,275,280,1,0,2,1,1,0.014508,0,0.96776,0.985492,0
9314,887,12000,1,1,1,1,0,0.594257,2,0.0983483,0.405743,0
11149,57,1051000,0,1,0,0,0,0.988371,2,0.974158,0.0116286,0
42979,2056,322000,0,1,6,0,1,0.977982,2,0.951071,0.0220179,0
10903,716,2215000,1,1,1341,145,1,0.358479,0,0.203381,0.641521,0
178280,1267,18931000,1,1,340,65,1,0.42884,0,0.0470213,0.57116,0
15162,77,304000,1,1,130,16,0,0.00447921,0,0.990046,0.995521,0
60727,323,1074000,0,1,40,9,0,0.977081,2,0.94907,0.0229187,0
158098,2993,109000000,1,1,52,3,0,0.925003,2,0.83334,0.0749969,0
846,357,317,1,0,0,0,0,0.999382,2,0.998627,0.000617785,0
4238,54,235,1,0,0,0,0,0.993548,2,0.985662,0.0064523,0
9110,248,126000,1,1,10,4,1,0.00250709,0,0.994429,0.997493,0
113,182,73,1,0,0,0,0,0.624591,2,0.165757,0.375409,0
229,278,248,1,0,0,0,0,0.620719,2,0.157153,0.379281,0
24863,464,2004,1,1,6,10,0,0.025675,0,0.942944,0.974325,0
3815,211,8572,1,0,2,0,0,0.656207,2,0.236015,0.343793,0
1000,239,148,1,0,1,1,0,0.025265,0,0.943856,0.974735,0
1,45,4,0,0,8,2,1,2.49207E-05,0,0.999945,0.999975,0
99,124,100,0,0,0,1,0,0.994929,2,0.988731,0.00507122,0
3037,123,6948,1,1,0,0,0,0.985495,2,0.967766,0.0145051,0
3594,170,41000,1,1,11,7,1,0.978159,2,0.951465,0.0218408,0
4681,140,399,1,0,0,0,0,0.997735,2,0.994966,0.00226536,0
727,365,25000,1,1,5,8,1,0.999125,2,0.998056,0.000874814,0
70,3,1,1,0,0,0,0,0.828897,2,0.61977,0.171103,0
178283,1267,18931000,1,1,205,64,1,0.0143013,0,0.968219,0.985699,0
165520,6330,685000,1,1,2,0,1,0.556516,2,0.0144793,0.443484,0
248133,1758,104000000,1,1,69,29,1,0.911907,2,0.804237,0.0880932,0
423,96,779,1,0,0,0,0,0.137311,0,0.694864,0.862689,0
790,365,15,1,0,0,0,0,0.280253,0,0.377215,0.719747,0
8902,108,490000,1,1,1,1,1,0.98838,2,0.974177,0.0116204,0
858,446,218,1,0,0,0,0,0.00031475,0,0.999301,0.999685,0
983,66,55,1,0,0,0,0,0.999128,2,0.998062,0.000871973,0
181,105,727,0,0,0,0,0,0.153368,0,0.659182,0.846632,0
23857,242,36000,1,1,2,1,0,0.867474,2,0.705499,0.132526,0
82197,16622,56000,1,0,1,2,1,0.998357,2,0.996349,0.00164319,0
32255,452,450000,1,1,5,3,1,0.0352808,0,0.921598,0.964719,0
13191,1968,15000,1,1,381,55,0,0.045484,0,0.898924,0.954516,0
6666,308,5106,1,0,9,4,0,0.938498,2,0.863329,0.0615019,0
1179,181,307,1,0,7,15,1,0.000653238,0,0.998548,0.999347,0
1161,161,128000,1,1,119,5,0,0.00851809,0,0.981071,0.991482,0
9467,247,2820,1,1,210,21,0,0.705564,2,0.345698,0.294436,0
219,178,704,1,0,0,0,0,0.00841943,0,0.98129,0.991581,0
88112,88,236000,1,1,1,0,1,0.104464,0,0.767858,0.895536,0
