微博数,关注数,粉丝数,introduction,是否认证,点赞数,评论数,是否包含特殊符号,positive_prob,sentiment,confidence,negative_prob,abnormal
448,66,70000,1,0,9,8,0,0.997175,2,0.993723,0.00282475,0
1510,107,6479,1,0,1,0,1,0.614085,2,0.14241,0.385915,0
123,59,283,1,0,0,0,1,0.973682,2,0.941517,0.0263175,0
1500,565,279,1,0,0,0,1,0.000650181,0,0.998555,0.99935,0
7,45,1,1,0,21,1,1,0.154488,0,0.656693,0.845512,0
5959,92,3609,1,1,2,0,0,0.0157579,0,0.964982,0.984242,0
195562,116,956000,1,1,0,0,1,0.858861,2,0.686357,0.141139,0
456,71,44,1,0,0,0,1,0.288589,0,0.358691,0.711411,0
814,765,64,1,0,0,0,0,0.821134,2,0.60252,0.178866,0
6268,449,641,1,0,0,0,0,0.640278,2,0.200617,0.359722,0
7,222,12,1,0,0,0,0,0.0026405,0,0.994132,0.99736,0
5321,231,177000,1,1,0,0,0,0.0220377,0,0.951028,0.977962,0
582,421,296,1,0,2,2,1,0.633066,2,0.184591,0.366934,0
2779,417,368,1,0,0,0,0,0.791497,2,0.536661,0.208503,0
296,99,592,1,0,0,0,0,0.0401049,0,0.910878,0.959895,0
2444,125,470000,1,1,260,48,0,0.964467,2,0.921037,0.0355332,0
61581,148,1301000,1,1,1,0,1,0.428122,0,0.0486178,0.571878,0
51228,1885,1313000,1,1,67,35,1,0.999861,2,0.99969,0.000139449,0
117138,478,5132000,1,1,59,3,1,0.822794,2,0.606209,0.177206,0
20066,62,246000,1,1,316,34,0,0.97871,2,0.952688,0.0212903,0
117460,712,30929000,1,1,87,16,1,0.985298,2,0.96733,0.0147016,0
173993,2972,3889000,1,1,203,49,1,0.00413146,0,0.990819,0.995869,0
31219,151,793000,1,1,7,2,1,0.461003,1,0.220066,0.538997,0
20199,727,12000,1,1,20,14,0,0.999924,2,0.999831,7.60888E-05,0
28467,460,7329000,1,1,9,21,1,0.214202,0,0.523995,0.785798,0
82609,136,6020000,1,1,8,0,1,0.900486,2,0.778858,0.0995137,0
94796,1629,1024000,1,1,428,2,1,0.0107956,0,0.97601,0.989204,0
25770,564,13000,1,1,21,0,0,0.323785,0,0.280479,0.676215,0
104355,816,1601000,1,1,71,31,1,0.458098,1,0.161964,0.541902,0
13708,687,74000,1,1,0,0,1,0.982466,2,0.961035,0.0175341,0
1169,430,1306,1,0,3,1,0,0.999861,2,0.99969,0.000139402,0
173,39,51,1,0,1,0,0,0.959937,2,0.910971,0.0400632,0
690,191,135,1,0,0,0,0,0.00757896,0,0.983158,0.992421,0
1667,323,553,0,0,0,0,1,0.951948,2,0.893218,0.0480519,0
65,67,19,0,0,0,3,0,0.956882,2,0.904182,0.0431179,0
1790,112,3,0,0,1,0,0,0.999816,2,0.999592,0.00018385,0
372,168,3,1,0,0,2,0,0.858592,2,0.68576,0.141408,0
3819,698,626,1,0,0,1,1,0.999021,2,0.997825,0.000978753,0
1278,173,551,1,0,1,0,1,0.367301,0,0.183775,0.632699,0
167,47,318,1,0,0,0,1,0.971543,2,0.936763,0.0284567,0
2041,213,100000,1,1,0,0,1,0.731313,2,0.402918,0.268687,0
14508,884,390,1,0,0,0,1,3.83159E-06,0,0.999992,0.999996,0
1534,273,295,1,0,0,0,1,0.986916,2,0.970926,0.0130835,0
1911,245,24,1,0,0,0,0,0.12443,0,0.723489,0.87557,0
82609,136,6020000,1,1,1,0,1,0.964036,2,0.920079,0.0359644,0
49441,313,17000,0,1,1,1,1,0.996462,2,0.992137,0.00353827,0
16,22,1,0,0,1,0,1,0.00222737,0,0.99505,0.997773,0
3743,2004,280,1,1,14,3,1,0.999965,2,0.999921,3.53827E-05,0
58522,93,391000,1,0,56,14,1,0.0969182,0,0.784626,0.903082,0
6192,981,137000,1,1,33,0,1,0.00540033,0,0.987999,0.9946,0
478,199,18,0,0,0,12,0,0.999389,2,0.998643,0.000610774,0
5185,237,2046000,1,1,64,44,1,0.491113,1,0.822258,0.508887,0
19190,676,352000,1,1,12,8,0,0.977845,2,0.950766,0.0221555,0
16,671,154,0,0,9,5,1,0.999709,2,0.999353,0.000291026,0
5755,183,479000,1,1,154,19,1,4.52614E-05,0,0.999899,0.999955,0
101,220,25,1,0,51,14,1,0.00037415,0,0.999169,0.999626,0
1,83,1,0,0,43,4,1,0.0026832,0,0.994037,0.997317,0
33265,1045,152000,1,1,7,1,0,0.0180935,0,0.959792,0.981907,0
12227,383,206000,1,1,20,9,0,0.0502379,0,0.88836,0.949762,0
25804,292,101000,1,0,21,1,1,0.0222276,0,0.950605,0.977772,0
6347,681,3232,1,1,0,0,1,0.999149,2,0.998108,0.000851277,0
3,25,1,0,0,4,2,1,7.34163E-06,0,0.999984,0.999993,0
16174,299,25000,1,1,15,3,0,0.999108,2,0.998018,0.000891985,0
1206,58,24,1,0,0,0,0,0.999883,2,0.99974,0.000117016,0
42534,527,240,0,0,0,0,0,0.97807,2,0.951266,0.0219301,0
246,1216,357,1,0,0,0,0,0.999614,2,0.999143,0.000385833,0
2771,117,69,1,1,0,2,1,0.024462,0,0.94564,0.975538,0
4333,32,138000,1,1,1,1,1,0.0453923,0,0.899128,0.954608,0
985,439,738,1,0,0,0,0,0.362076,0,0.195387,0.637924,0
19,380,49,0,0,0,0,1,0.961638,2,0.914751,0.0383622,0
25458,596,127000,1,1,2,0,1,0.877704,2,0.728232,0.122296,0
1822,74,689,1,0,0,0,0,0.000652282,0,0.998551,0.999348,0
24980,135,870000,1,1,0,0,1,0.841379,2,0.647508,0.158621,0
13859,177,10000,1,1,1,0,0,0.0924177,0,0.794627,0.907582,0
112999,481,2030,1,1,1,0,0,0.00901142,0,0.979975,0.990989,0
29308,1236,1712,1,1,5,2,1,0.999959,2,0.999908,4.12937E-05,0
386,775,405,1,0,0,0,0,0.999747,2,0.999438,0.000252935,0
2001,578,133,1,0,0,0,1,0.00218043,0,0.995155,0.99782,0
56,77,20,1,0,0,0,0,0.999822,2,0.999605,0.000177553,0
17,132,1,0,0,324,18,1,4.28757E-05,0,0.999905,0.999957,0
244236,431,1849000,1,1,95,33,1,0.69911,2,0.331355,0.30089,0
136412,703,3887000,1,1,0,0,1,0.987759,2,0.972797,0.0122414,0
248133,1758,104000000,1,1,42,20,1,0.861977,2,0.693282,0.138023,0
118160,574,2907000,1,1,5,3,1,0.831733,2,0.626073,0.168267,0
151136,1932,95474000,1,1,130,26,1,0.208365,0,0.536968,0.791635,0
199073,1237,35924000,1,1,167,21,1,0.999792,2,0.999538,0.000207731,0
41036,200,1314000,1,1,6,2,1,0.000333866,0,0.999258,0.999666,0
523644,5538,2396000,1,1,10,9,1,0.00383338,0,0.991481,0.996167,0
42938,311,6538000,1,1,2,0,1,0.0791595,0,0.82409,0.920841,0
82611,136,6020000,1,1,4,0,1,0.88965,2,0.754778,0.11035,0
106747,1722,10642000,0,1,0,0,1,0.256396,0,0.430232,0.743604,0
14763,694,11000,1,1,37,0,1,0.114445,0,0.745677,0.885555,0
30877,951,188000,1,1,310,3,1,0.369763,0,0.178304,0.630237,0
50,133,137,1,0,24,1,1,0.997385,2,0.994189,0.00261502,0
622,85,16,1,0,0,0,0,0.0323964,0,0.928008,0.967604,0
403,651,23,1,0,0,0,0,0.123093,0,0.72646,0.876907,0
1965,24,145,1,0,0,0,1,0.176069,0,0.608735,0.823931,0
18430,506,2304,1,1,0,0,0,0.971652,2,0.937004,0.0283481,0
32875,2878,212000,1,1,1,0,1,0.978405,2,0.952011,0.0215951,0
30790,636,1257,1,1,1,0,0,0.0544822,0,0.878929,0.945518,0
16192,1902,12000,1,1,0,0,1,0.999773,2,0.999496,0.000227026,0
474,380,1149,1,0,0,1,0,0.999932,2,0.999849,0.000067913,0
851,238,10000,1,0,1,0,1,0.210177,0,0.532939,0.789823,0
24966,244,1913,1,0,0,0,0,0.127133,0,0.717481,0.872867,0
2815,415,473,1,0,0,0,1,0.522516,1,0.549686,0.477484,0
50,22,3,0,0,1,2,0,0.998931,2,0.997625,0.00106875,0
259,182,16,1,0,0,0,1,0.997234,2,0.993854,0.00276582,0
1122,85,61,1,0,0,0,0,0.97553,2,0.945622,0.0244701,0
12734,107,183000,1,1,248,59,1,0.435584,0,0.0320363,0.564416,0
3400,59,1616000,1,1,2337,188,1,0.505736,1,0.88529,0.494264,0
21443,1997,3029000,1,1,185,37,0,0.901936,2,0.78208,0.0980641,0
59657,1190,667000,1,1,455,90,1,0.198843,0,0.558126,0.801157,0
379,495,300,0,1,187,71,1,0.595297,2,0.10066,0.404703,0
25477,1019,12780000,1,1,24,6,1,0.569354,2,0.0430097,0.430646,0
60863,489,7296000,1,1,30,5,1,0.976739,2,0.948309,0.0232609,0
2398,99,147000,1,0,105,56,1,0.563298,2,0.029552,0.436702,0
242,156,66,1,0,0,0,1,0.663854,2,0.253008,0.336146,0
464,73,168,1,0,0,0,1,0.999816,2,0.999591,0.000184036,0
269,345,56,1,0,0,0,1,0.96301,2,0.917801,0.0369897,0
5433,281,13000,1,0,23,11,1,0.1357,0,0.698444,0.8643,0
22870,402,976,1,0,0,1,0,0.892437,2,0.76097,0.107563,0
1428,180,1277,1,0,0,0,1,0.62024,2,0.15609,0.37976,0
8595,74,498,1,0,0,0,1,0.00114666,0,0.997452,0.998853,0
4072,2291,659,1,0,0,0,1,0.248091,0,0.448687,0.751909,0
272,199,212,0,0,0,0,1,0.991565,2,0.981255,0.00843504,0
10783,1205,708000,1,1,13,6,1,0.0696561,0,0.845209,0.930344,0
82200,951,3662,1,1,0,0,1,0.00346122,0,0.992308,0.996539,0
64,255,8,0,0,0,0,0,0.00190172,0,0.995774,0.998098,0
345,28,39,1,0,0,0,1,0.854336,2,0.676301,0.145664,0
20449,431,773000,1,1,9,3,1,0.984516,2,0.965592,0.0154837,0
4540,369,68,1,0,0,0,0,0.993228,2,0.984952,0.00677159,0
46,658,20,1,0,0,0,1,0.918608,2,0.819129,0.0813919,0
8896,75,20,0,0,0,0,0,0.961419,2,0.914264,0.0385812,0
6348,681,3232,1,1,0,0,1,0.999149,2,0.998108,0.000851277,0
3,25,1,0,0,27,10,1,7.34163E-06,0,0.999984,0.999993,0
84,166,213,0,0,1,3,0,0.158713,0,0.647305,0.841287,0
1274,276,172,1,0,0,0,0,0.898671,2,0.774825,0.101329,0
2690,35,80,0,0,0,2,0,8.49309E-05,0,0.999811,0.999915,0
468,66,1,0,0,0,0,1,0.99278,2,0.983956,0.00721993,0
2049,386,23,1,0,4,1,0,0.15639,0,0.652466,0.84361,0
19571,260,19000,1,1,0,0,0,0.745656,2,0.434791,0.254344,0
69,37,11,1,0,1,0,0,0.0692621,0,0.846084,0.930738,0
177,127,7240,1,0,1,0,0,0.431354,0,0.0414348,0.568646,0
210,83,3,1,0,0,1,0,0.972469,2,0.938821,0.0275306,0
19560,603,288000,1,1,10,0,1,0.0214436,0,0.952348,0.978556,0
8171,243,645,1,0,0,0,0,0.000525524,0,0.998832,0.999474,0
220,185,135,1,0,0,0,1,0.854815,2,0.677367,0.145185,0
299,381,93,1,0,0,0,0,0.874397,2,0.720883,0.125603,0
2395,37,398000,1,1,24,10,0,0.0977174,0,0.78285,0.902283,0
779,41,95,1,0,0,0,0,0.999842,2,0.999649,0.000158076,0
1468,222,85,1,0,0,0,0,0.999988,2,0.999973,1.21923E-05,0
5422,466,199,1,0,0,0,1,0.631333,2,0.180739,0.368667,0
1,54,46,0,0,0,0,1,0.980228,2,0.956062,0.0197719,0
7639,2422,346,1,0,0,1,0,0.665668,2,0.257039,0.334332,0
36530,5193,142000,1,1,115,29,0,0.670683,2,0.268183,0.329317,0
84,56,139,0,0,3,0,0,0.98484,2,0.966311,0.0151601,1
357,275,37,1,0,3,0,1,0.464651,1,0.293024,0.535349,1
6393,566,5792,1,1,1,0,0,0.848039,2,0.662308,0.151961,1
9576,405,439,1,0,3,0,1,0.497224,1,0.944479,0.502776,1
12,54,2,0,0,0,1,1,0.607124,2,0.126943,0.392876,1
1491,689,17000,0,1,0,0,1,0.983532,2,0.963405,0.0164678,1
688,291,9483,1,0,1,0,0,0.0595013,0,0.867775,0.940499,1
9,112,1,0,0,3,0,1,0.283564,0,0.369858,0.716436,1
1666,244,159,1,1,0,4,1,0.799349,2,0.554108,0.200651,1
24823,1363,385000,1,1,3,1,1,0.664442,2,0.254315,0.335558,1
36944,1313,103000,1,0,0,159,0,0.233497,0,0.481118,0.766503,1
38832,520,234000,1,1,0,1,0,0.00387609,0,0.991386,0.996124,1
22370,55,20000,1,1,1,1,1,0.966182,2,0.924848,0.0338184,1
2730,86,5211,1,1,1,1,0,0.500819,1,0.983615,0.499181,1
10009,730,16000,1,1,1,0,1,0.88894,2,0.7532,0.11106,1
65702,20,382000,1,1,3,1,0,0.512614,1,0.747714,0.487386,1
41161,125,220000,1,1,0,4,0,0.743825,2,0.430723,0.256175,1
19627,57,28000,1,1,3,2,1,0.420637,0,0.0652521,0.579363,1
5139,341,131000,1,0,3,1,0,0.717291,2,0.371757,0.282709,1
333,41,8,0,0,3,1,0,0.345705,0,0.231767,0.654295,1
21045,1681,614,1,1,0,1,1,0.906258,2,0.791683,0.0937424,1
66534,2929,230000,1,1,0,1,0,0.00613696,0,0.986362,0.993863,1
580,184,253,1,0,1,76,1,0.775967,2,0.502149,0.224033,1
1954,814,207,1,0,0,0,1,0.572702,2,0.0504488,0.427298,1
509,382,242,1,0,1,1,0,0.521491,1,0.570181,0.478509,1
9,263,30,0,0,0,0,0,0.905032,2,0.788961,0.0949677,1
135,123,3,0,0,2,1,1,0.287564,0,0.360969,0.712436,1
4348,85,34,1,0,0,1,1,0.277491,0,0.383353,0.722509,1
1946,378,986,0,0,2,1,0,0.278631,0,0.38082,0.721369,1
1387,597,26000,1,1,1,1,1,0.901203,2,0.78045,0.0987974,1
7186,158,7774,1,0,0,0,1,0.819367,2,0.598594,0.180633,1
423,30,17,0,0,2,0,0,0.271014,0,0.397747,0.728986,1
13,130,49,0,0,0,4,0,0.60532,2,0.122933,0.39468,1
65,254,1,0,0,3,1,1,0.205807,0,0.542651,0.794193,1
11164,2477,1346000,1,1,1,5,0,0.863036,2,0.695636,0.136964,1
3568,858,292,1,0,0,3,0,0.914772,2,0.810604,0.0852282,1
18916,1440,37000,1,1,0,0,1,0.0972003,0,0.783999,0.9028,1
301,9,3,0,0,0,4,0,0.673006,2,0.273346,0.326994,1
9672,689,1506,1,1,0,0,0,0.115133,0,0.744148,0.884867,1
1463,694,66,1,0,0,0,0,0.656648,2,0.236996,0.343352,1
6300,4777,2703,1,0,1,4,1,0.59162,2,0.092488,0.40838,1
523,282,17,1,0,1,1,1,0.0438574,0,0.902539,0.956143,1
530,12,1,0,0,1,0,1,0.916254,2,0.813898,0.083746,1
26,273,30,0,0,15,1,1,0.23044,0,0.487911,0.76956,1
15328,4504,4100,1,1,3,131,0,0.995421,2,0.989825,0.00457892,1
15276,376,206,1,1,4,1,1,0.677363,2,0.283029,0.322637,1
2542,538,620,1,0,2,0,0,0.921181,2,0.824846,0.0788192,1
425,47,7,1,0,4,0,1,0.222832,0,0.504817,0.777168,1
45922,5118,222000,1,0,0,0,1,0.993364,2,0.985254,0.00663558,1
138495,7887,1696000,1,1,1,2,1,0.992164,2,0.982587,0.00783571,1
3084,197,464000,1,1,0,4,0,0.892968,2,0.762151,0.107032,1
54059,2483,4902,1,0,1,1,0,0.825907,2,0.613126,0.174093,1
822,155,8862,1,0,1,0,1,0.55554,2,0.0123113,0.44446,1
348,231,20,1,0,2,1,1,0.166807,0,0.629317,0.833193,1
499,813,74,1,0,1,0,1,0.290512,0,0.354419,0.709488,1
2920,99,24000,0,0,2,4,1,0.911461,2,0.803247,0.0885386,1
4029,264,161,1,1,1,1,1,0.334629,0,0.256381,0.665372,1
115,58,57,0,0,1,1,0,0.0282626,0,0.937194,0.971737,1
949,857,168,1,0,1,3,1,0.85801,2,0.684466,0.14199,1
74,325,35,1,0,1,4,0,0.969478,2,0.932174,0.0305218,1
47,373,100,0,0,1,0,1,0.000674028,0,0.998502,0.999326,1
85934,43,365000,0,1,1,1,1,0.577103,2,0.0602285,0.422897,1
471,128,1,0,0,0,0,1,0.892356,2,0.76079,0.107644,1
1853,298,107000,1,0,118,0,1,0.0077922,0,0.982684,0.992208,1
17296,310,161000,1,1,0,1,0,0.0488941,0,0.891347,0.951106,1
628,244,70,1,0,0,0,0,0.0103278,0,0.977049,0.989672,1
1509,353,190,1,0,2,1,0,0.782879,2,0.517509,0.217121,1
2790,722,169,1,0,1,0,1,0.196066,0,0.564297,0.803934,1
40,3,1,1,0,0,0,0,0.945685,2,0.879299,0.0543153,1
376,81,23,0,0,0,0,1,0.742423,2,0.427608,0.257577,1
1760,94,20,1,0,0,0,1,0.524557,1,0.508864,0.475443,1
573,490,15,1,0,3,1,1,0.637027,2,0.193392,0.362973,1
7,16,1,0,0,568,105,0,0.967609,2,0.928021,0.0323905,1
3901,125,516,1,0,1,1,1,0.0328137,0,0.927081,0.967186,1
17507,1814,3426,1,0,0,1,0,0.496748,1,0.934964,0.503252,1
15871,65,5064,1,0,4,0,0,0.193649,0,0.56967,0.806351,1
314,516,43,0,0,1,0,0,0.635495,2,0.18999,0.364505,1
4998,2258,1175,0,1,2,1,0,0.782016,2,0.515591,0.217984,1
3325,1041,111,0,0,2,1,1,0.941329,2,0.869619,0.0586715,1
469,311,51000,1,0,0,1,1,0.0576571,0,0.871873,0.942343,1
577,93,454,1,0,918,0,1,0.615114,2,0.144697,0.384886,1
2989,875,252,1,0,3122,4,0,0.969204,2,0.931564,0.0307961,1
28245,92,863000,1,1,1,0,1,0.106231,0,0.763932,0.893769,1
20735,1476,989000,1,1,4,4,1,0.133309,0,0.703757,0.866691,1
1413,846,763,1,1,1,1,1,0.177499,0,0.605557,0.822501,1
20648,471,1028000,0,1,0,0,1,0.483155,1,0.663103,0.516845,1
92166,150,586000,0,0,1,1,1,0.978422,2,0.952049,0.0215781,1
4583,682,2202,1,0,2,1,1,0.25187,0,0.440289,0.74813,1
749,82,587,1,0,2,0,1,0.424602,0,0.0564404,0.575398,1
714,309,64,1,0,1,1,1,0.732849,2,0.406331,0.267151,1
1200,64,6,1,0,1,0,0,0.0337224,0,0.925061,0.966278,1
38789,1453,126000,1,1,1,1,0,0.90082,2,0.779601,0.0991798,1
1814,89,518000,1,0,0,1,1,0.826557,2,0.61457,0.173443,1
5341,322,701,1,1,0,4,0,0.0792356,0,0.823921,0.920764,1
13440,128,12000,1,1,0,3,1,0.836621,2,0.636936,0.163379,1
9901,220,1385000,1,1,0,183,1,0.464753,1,0.295051,0.535247,1
135761,5616,2053000,1,1,1,72,1,0.152481,0,0.661152,0.847519,1
23301,1106,628000,1,1,3,1,0,0.819615,2,0.599145,0.180385,1
6637,275,23,1,0,1,0,1,0.966205,2,0.924899,0.0337953,1
293,91,3433,0,0,2,0,1,0.939997,2,0.86666,0.0600031,1
26039,453,284000,1,1,1,0,1,0.969597,2,0.932438,0.030403,1
15694,185,286000,1,1,1,1,1,0.290645,0,0.354121,0.709355,1
4122,140,1529000,1,1,0,1,0,0.986075,2,0.969055,0.0139251,1
262,207,89,1,1,0,1,1,0.0939312,0,0.791264,0.906069,1
3923,1482,169000,1,1,0,1,1,0.372819,0,0.171513,0.627181,1
3941,192,39,1,0,1,1,0,0.489005,1,0.780093,0.510995,1
21,138,43,1,0,3,3,0,0.945966,2,0.879925,0.0540336,1
1,455,117,0,0,0,0,0,0.761556,2,0.470125,0.238444,1
549,114,144,0,0,0,0,0,0.789816,2,0.532925,0.210184,1
6,63,9,0,0,4,1,0,0.278894,0,0.380234,0.721105,1
8474,58,838000,1,1,231,0,1,0.711193,2,0.358206,0.288807,1
15,293,4,0,0,1,1,0,0.107694,0,0.76068,0.892306,1
73,8,151,1,0,4,0,1,0.144055,0,0.679877,0.855944,1
256,120,140,1,0,1,0,1,0.867911,2,0.706469,0.132089,1
1423,105,33000,1,0,1,0,1,0.988546,2,0.974547,0.011454,1
9,30,1,0,0,1,0,0,0.414976,0,0.0778312,0.585024,1
936,138,12,1,0,4,1,1,0.207966,0,0.537852,0.792034,1
1494,44,74,1,0,976,0,1,0.615251,2,0.145003,0.384748,1
75,51,29,1,0,0,0,0,0.79921,2,0.553801,0.20079,1
1232,13,78,1,0,3,0,1,0.100999,0,0.775558,0.899001,1
2774,588,5674,1,0,3,3,0,0.685305,2,0.300677,0.314695,1
8123,69,165,0,0,28,3,0,0.636344,2,0.191875,0.363656,1
899,125,396,1,0,1,1,1,0.998943,2,0.997651,0.00105717,1
1367,1035,125,0,0,762,86,1,0.969599,2,0.932442,0.0304009,1
1513,227,941,0,0,0,0,1,0.683034,2,0.295632,0.316966,1
17,57,4,0,0,1,1,1,0.98058,2,0.956845,0.0194196,1
57299,5025,6985,1,0,1,0,0,0.122155,0,0.728545,0.877845,1
3145,979,331,0,0,4,0,1,0.181376,0,0.596943,0.818624,1
258,595,982,0,0,1,4,1,0.958933,2,0.908739,0.0410673,1
666,255,161,1,0,0,0,1,0.864417,2,0.698704,0.135583,1
37,9,2,0,0,1,1,0,0.264444,0,0.412347,0.735556,1
37467,5773,138000,1,0,3,0,1,0.206669,0,0.540736,0.793331,1
143,137,5,1,0,0,1,0,0.0265103,0,0.941088,0.97349,1
195,259,54,1,0,1,1,1,0.545021,1,0.099585,0.454979,1
156,281,106,1,0,0,0,0,0.969104,2,0.931343,0.0308956,1
281,386,34,1,0,3,1,0,0.455367,1,0.107341,0.544633,1
281,386,34,1,0,1,2,1,0.227093,0,0.495348,0.772907,1
429,242,29,1,0,1,0,0,0.440165,0,0.0218548,0.559835,1
2,33,16,0,0,2,24,1,0.230157,0,0.488541,0.769843,1
13,269,3,0,0,4,0,0,0.000570609,0,0.998732,0.999429,1
56,17,2,0,0,0,1,0,0.715797,2,0.368437,0.284203,1
2,24,1,0,0,1,31,0,0.494532,1,0.890638,0.505468,1
143,28,91,0,0,0,1,1,0.926635,2,0.836966,0.0733653,1
126,106,60,1,0,1,1,1,0.0320406,0,0.928799,0.967959,1
95,58,12,1,0,0,2,0,0.711781,2,0.359513,0.288219,1
64,215,2,0,0,0,0,0,0.135177,0,0.699607,0.864823,1
10,20,47,1,0,1,0,0,0.180474,0,0.598947,0.819526,1
20,325,3,0,0,247,28,0,0.265735,0,0.409478,0.734265,1
195,43,1,0,0,3,4,1,0.570983,2,0.0466279,0.429017,1
26,30,52,0,0,0,1,0,0.397547,0,0.116562,0.602453,1
4655,1565,387,1,0,1,0,1,0.918876,2,0.819723,0.0811245,1
41,298,3,0,0,1,2,1,0.0752323,0,0.832817,0.924768,1
5541,800,85000,1,1,0,1,0,0.927535,2,0.838967,0.0724651,1
524,506,352,1,0,1,0,1,0.85764,2,0.683644,0.14236,1
2,193,17,0,0,0,2,1,0.0783552,0,0.825877,0.921645,1
120,396,60,0,0,0,0,0,0.0458931,0,0.898015,0.954107,1
1506,205,183,1,0,0,1,0,0.773831,2,0.497403,0.226169,1
3982,111,170000,1,1,0,1,1,0.0412653,0,0.908299,0.958735,1
1378,67,43000,1,1,4665,1,1,0.950438,2,0.889863,0.0495615,1
1378,67,43000,1,1,1,4,1,0.414543,0,0.0787942,0.585457,1
24216,278,321000,1,1,1,0,0,0.70087,2,0.335266,0.29913,1
316,54,7,0,0,4,1,1,0.556042,2,0.0134272,0.443958,1
6604,772,55000,1,1,3,0,1,0.126063,0,0.719861,0.873937,1
6604,772,55000,1,1,0,111,0,0.858816,2,0.686258,0.141184,1
224,54,74,1,0,2,0,0,0.194804,0,0.567102,0.805196,1
9,8,2,0,0,1,1,1,0.15012,0,0.666401,0.84988,1
86,62,95,0,0,0,3,0,0.453242,1,0.0648314,0.546758,1
11,56,1,0,0,1,0,1,0.226555,0,0.496545,0.773445,1
438,408,2,1,0,4,0,1,0.0463034,0,0.897104,0.953697,1
5,102,3,0,0,1,1,0,0.90372,2,0.786045,0.0962798,1
7,64,4,0,0,3,129,1,0.976268,2,0.947261,0.0237325,1
9,8,2,0,0,0,0,1,0.17144,0,0.619022,0.82856,1
17781,329,8967,1,0,2,1,1,0.024685,0,0.945145,0.975315,1
2920,99,24000,0,0,0,2,1,0.923276,2,0.829503,0.0767237,1
356,518,386,1,0,0,0,0,0.64027,2,0.200601,0.35973,1
6461,1695,303,1,1,1,0,1,0.0180017,0,0.959996,0.981998,1
545,553,67,1,0,4,0,0,0.0814229,0,0.81906,0.918577,1
3696,384,363,1,1,4,1,0,0.537467,1,0.250663,0.462533,1
4118,74,31,1,0,869,0,1,0.297361,0,0.339197,0.702639,1
137,65,54,1,0,0,1,1,0.970864,2,0.935253,0.0291362,1
9251,2536,174,1,1,1,0,1,0.814961,2,0.588803,0.185039,1
204,203,74,0,0,2,2,0,0.139192,0,0.690684,0.860808,1
1814,845,2264,1,1,3,1,1,0.979108,2,0.953574,0.0208917,1
32,296,106,1,0,1,1,1,0.127426,0,0.716832,0.872574,1
10,8,19,0,0,1,1,1,0.927277,2,0.838393,0.0727229,1
605,181,144,1,0,1,110,0,0.887331,2,0.749624,0.112669,1
302,60,9,0,0,2,0,0,0.94145,2,0.869888,0.0585504,1
3390,108,93,1,0,2,1,1,0.887368,2,0.749706,0.112632,1
15,111,10,0,0,1,1,1,0.0397442,0,0.91168,0.960256,1
374,590,41,1,0,306,0,1,0.81379,2,0.5862,0.18621,1
1644,137,25,0,0,1,159,1,0.150277,0,0.666052,0.849723,1
548,472,58,1,0,0,0,0,0.920375,2,0.823055,0.0796254,1
333,67,6,1,0,0,0,1,0.624988,2,0.16664,0.375012,1
491,543,64,1,0,0,1,0,0.604739,2,0.121643,0.395261,1
206,319,53,1,0,17,1,0,0.813087,2,0.584638,0.186913,1
420,175,6,1,0,0,1,0,0.942535,2,0.872301,0.0574646,1
1234,134,103,1,0,4,0,0,0.643378,2,0.207507,0.356622,1
737,790,130,1,1,0,0,0,0.798455,2,0.552122,0.201545,1
2533,203,60,1,0,1,1,0,0.626273,2,0.169495,0.373727,1
119,82,115,1,0,0,3,0,0.391876,0,0.129165,0.608124,1
66,330,1071,1,1,0,0,1,0.945067,2,0.877928,0.0549326,1
13,472,4,1,0,1,0,0,0.936938,2,0.859861,0.0630625,1
4377,545,11000,1,0,3,0,1,0.958069,2,0.90682,0.0419312,1
40951,570,1406,1,0,1,0,1,0.133401,0,0.703554,0.866599,1
1562,199,56,1,0,1,1,0,0.80158,2,0.559066,0.19842,1
2435,843,44,1,0,0,1,0,0.341528,0,0.24105,0.658473,1
23,80,10,0,0,2295,2,0,0.906877,2,0.793061,0.0931226,1
2,58,17,0,0,0,2,0,0.71873,2,0.374956,0.28127,1
687,171,27,1,0,2,3,1,0.825031,2,0.61118,0.174969,1
1886,121,142,1,0,1,0,0,0.96122,2,0.913821,0.0387803,1
615,122,255,1,0,0,0,0,0.0625448,0,0.861012,0.937455,1
819,580,159,0,0,1,0,1,0.829452,2,0.621003,0.170548,1
149495,72,1856000,1,1,2,1,1,0.353811,0,0.213754,0.646189,1
8898,804,17000,1,1,1,0,1,0.720836,2,0.379636,0.279164,1
19825,22,21000,1,1,1,0,1,0.932334,2,0.849631,0.0676659,1
21609,170,26000,1,1,0,1,1,0.999156,2,0.998125,0.000843506,1
20570,107,23000,0,1,0,1,1,0.542665,1,0.146698,0.457335,1
5876,476,139000,1,1,2,30,1,0.126063,0,0.719861,0.873937,1
321,27,9,0,0,1,1,1,0.119203,0,0.735104,0.880797,1
1372,1220,11000,1,0,1,0,0,0.294414,0,0.345746,0.705586,1
1297,410,71,0,0,1,2,1,0.0248539,0,0.944769,0.975146,1
284,18,20000,1,0,1,0,1,0.761597,2,0.470215,0.238403,1
130,139,122,1,0,0,1,0,0.112197,0,0.750673,0.887803,1
321,27,9,0,0,1,0,0,0.443679,0,0.0140463,0.556321,1
