序号,房屋所属市辖区,房屋地址（街道）,房屋户型,所在楼层,建筑面积（平方米）,户型结构,建筑类型,房屋朝向,建筑结构,装修情况,配备电梯,挂牌时间,交易权属,房屋用途,单价（元/平方米）
10006,武侯,草金立交,2室2厅1厨1卫,中楼层 (共11层),92.4,平层,板塔结合,南,框架结构,简装,有,2021/12/7,商品房,普通住宅,9000
10007,武侯,草金立交,2室1厅1厨1卫,低楼层 (共11层),86.77,平层,板塔结合,南,钢混结构,精装,有,44298,商品房,普通住宅,13400
10008,武侯,红牌楼,2室2厅1厨1卫,中楼层 (共13层),66.61,平层,板楼,西北,框架结构,简装,有,44451,商品房,普通住宅,10800
10009,武侯,龙湾,2室1厅1厨1卫,高楼层 (共18层),86.2,平层,板楼,东南,框架结构,精装,有,44363,商品房,普通住宅,18900
10010,武侯,武侯祠,1室1厅1厨1卫,低楼层 (共39层),54.73,平层,板楼,东南,钢混结构,精装,有,44477,商品房,普通住宅,12000
10011,武侯,草金立交,3室2厅1厨2卫,低楼层 (共11层),90.6,平层,板塔结合,东,钢混结构,精装,有,44380,商品房,普通住宅,14800
10012,武侯,川音,2室1厅1厨1卫,高楼层 (共15层),91.98,平层,塔楼,北,框架结构,精装,有,44390,商品房,普通住宅,15800
10013,武侯,广福桥,1室1厅1厨1卫,低楼层 (共15层),53.93,平层,板楼,东南,框架结构,精装,有,2021/12/8,商品房,普通住宅,7800
10014,武侯,红牌楼,1室1厅1厨1卫,低楼层 (共6层),54.26,平层,板楼,西北,砖混结构,毛坯,无,2021/5/28,商品房,普通住宅,5900
10015,武侯,川音,2室1厅1厨1卫,高楼层 (共7层),65.45,平层,板楼,北 南,砖混结构,简装,无,2021/9/5,商品房,普通住宅,7900
10016,武侯,外双楠,2室1厅1厨1卫,中楼层 (共6层),67.97,平层,板楼,东,砖混结构,简装,无,2021/11/9,商品房,普通住宅,8000
10017,武侯,川音,2室1厅1厨1卫,中楼层 (共7层),70.6,平层,板楼,南,钢混结构,简装,无,2021/11/4,商品房,普通住宅,8800
10018,武侯,川音,2室2厅1厨1卫,高楼层 (共22层),70.69,平层,板塔结合,南,框架结构,精装,有,44393,商品房,普通住宅,16800
10019,武侯,五大花园,2室1厅1厨1卫,中楼层 (共7层),69.38,平层,板楼,南,混合结构,精装,无,2021/10/31,商品房,普通住宅,6950
10020,武侯,草金立交,2室1厅1厨1卫,高楼层 (共18层),74.37,平层,板楼,南,框架结构,简装,有,44477,商品房,普通住宅,12300
10021,武侯,红牌楼,1室1厅1厨1卫,中楼层 (共14层),63.32,平层,板楼,西北,框架结构,精装,有,2021/3/12,商品房,普通住宅,8700
10022,武侯,双楠,3室1厅1厨1卫,高楼层 (共7层),75.47,平层,板楼,南,砖混结构,简装,无,2021/11/17,已购公房,普通住宅,6450
10023,武侯,武侯立交,3室1厅1厨1卫,低楼层 (共13层),88.0,平层,板楼,西南,钢混结构,精装,有,44530,商品房,普通住宅,16800
10024,武侯,簇桥,3室2厅1厨2卫,中楼层 (共6层),128.0,平层,板楼,南,砖混结构,简装,无,44441,商品房,普通住宅,12980
10025,武侯,丽都,2室2厅1厨1卫,高楼层 (共18层),75.72,平层,板楼,东南,钢混结构,精装,有,44487,商品房,普通住宅,17000
10026,武侯,外双楠,3室2厅1厨2卫,低楼层 (共7层),118.09,平层,板楼,东南,框架结构,精装,无,44464,商品房,普通住宅,13580
10027,武侯,丽都,2室1厅1厨1卫,低楼层 (共6层),51.68,平层,板楼,东南,砖混结构,简装,无,2021/8/10,商品房,普通住宅,6900
10028,武侯,武侯立交,3室1厅1厨1卫,中楼层 (共17层),88.63,平层,塔楼,东北,钢混结构,简装,有,44536,商品房,普通住宅,19800
10029,武侯,丽都,1室1厅1厨1卫,高楼层 (共18层),54.11,平层,板楼,东北,钢混结构,精装,有,44489,商品房,普通住宅,10200
10030,武侯,高升桥,2室1厅1厨1卫,低楼层 (共18层),76.01,平层,板塔结合,西南,钢混结构,精装,有,44502,商品房,普通住宅,16000
10031,武侯,高升桥,1室1厅1厨1卫,高楼层 (共21层),51.29,平层,板塔结合,西,钢混结构,精装,有,2021/8/20,商品房,普通住宅,8900
10032,武侯,丽都,2室1厅1厨1卫,高楼层 (共18层),69.23,平层,板楼,西南,钢混结构,精装,有,44487,商品房,普通住宅,15500
10033,武侯,高升桥,3室1厅1厨1卫,高楼层 (共19层),77.6,平层,板塔结合,东南,钢混结构,简装,有,44495,商品房,普通住宅,16000
10034,武侯,红牌楼,3室2厅1厨1卫,中楼层 (共11层),95.75,平层,板楼,东南,框架结构,精装,有,44503,商品房,普通住宅,17500
10035,武侯,武侯立交,3室1厅1厨1卫,中楼层 (共6层),89.15,平层,板楼,南,混合结构,简装,无,44486,商品房,普通住宅,10600
10036,武侯,高升桥,2室1厅1厨1卫,高楼层 (共7层),88.36,平层,板楼,东北,砖混结构,简装,无,2021/3/14,商品房,普通住宅,9300
10037,武侯,草金立交,3室2厅1厨2卫,高楼层 (共12层),125.43,平层,塔楼,西南,框架结构,精装,有,44366,商品房,普通住宅,20400
10038,武侯,高升桥,2室1厅1厨1卫,高楼层 (共7层),54.75,平层,板楼,东南,砖混结构,精装,无,2021/10/2,商品房,普通住宅,6850
10039,武侯,五大花园,3室2厅1厨2卫,中楼层 (共11层),110.0,平层,板楼,南 北,框架结构,精装,有,44533,商品房,普通住宅,18000
10040,武侯,高升桥,3室2厅1厨1卫,中楼层 (共7层),117.52,平层,板楼,南,钢混结构,简装,无,44513,商品房,普通住宅,13900
10041,武侯,川大,3室1厅1厨1卫,低楼层 (共5层),69.0,平层,板楼,南,砖混结构,简装,无,2021/9/29,商品房,普通住宅,9300
10042,武侯,广福桥,2室1厅1厨1卫,低楼层 (共13层),53.68,平层,塔楼,东,框架结构,精装,有,2021/9/8,商品房,普通住宅,8000
10043,武侯,航空路,1室1厅1厨1卫,中楼层 (共14层),45.2,平层,板楼,南,混合结构,精装,有,2021/6/26,商品房,普通住宅,4800
10044,武侯,桐梓林,3室1厅1厨2卫,中楼层 (共11层),127.19,平层,板塔结合,南,钢混结构,简装,有,44268,商品房,普通住宅,22700
10045,武侯,五大花园,2室1厅1厨1卫,低楼层 (共7层),75.84,平层,板楼,东,混合结构,精装,无,2021/11/23,商品房,普通住宅,8800
10046,武侯,武侯立交,2室1厅1厨1卫,高楼层 (共16层),88.64,平层,板楼,东南,钢混结构,简装,有,44524,商品房,普通住宅,12500
10047,武侯,丽都,3室2厅1厨2卫,低楼层 (共12层),122.78,平层,板楼,东,框架结构,精装,有,44439,商品房,普通住宅,18900
10048,武侯,五大花园,3室2厅1厨2卫,低楼层 (共6层),116.8,错层,板塔结合,南,钢混结构,精装,无,44530,商品房,普通住宅,11800
10049,武侯,外双楠,2室1厅1厨1卫,中楼层 (共11层),86.0,平层,板楼,南 北,框架结构,精装,有,44531,商品房,普通住宅,13900
10050,武侯,簇桥,2室2厅1厨1卫,高楼层 (共16层),85.85,平层,塔楼,东,钢混结构,简装,有,44487,商品房,普通住宅,11900
10051,武侯,五大花园,2室1厅1厨1卫,低楼层 (共7层),68.8,平层,板楼,东南,混合结构,精装,无,2021/11/5,商品房,普通住宅,8500
10052,武侯,草金立交,2室1厅1厨1卫,低楼层 (共15层),76.88,平层,板塔结合,西南,框架结构,精装,有,44493,商品房,普通住宅,13350
10053,武侯,广福桥,2室1厅1厨1卫,高楼层 (共13层),63.99,平层,塔楼,东南,框架结构,精装,有,2021/10/15,商品房,普通住宅,9300
10054,武侯,簇桥,1室1厅1厨1卫,高楼层 (共9层),49.48,平层,板楼,西,框架结构,简装,有,2021/11/16,商品房,普通住宅,7800
10055,武侯,草金立交,2室1厅1厨1卫,低楼层 (共11层),89.62,平层,塔楼,西南,框架结构,精装,有,44366,商品房,普通住宅,12800
10056,武侯,武侯立交,3室2厅1厨2卫,中楼层 (共6层),88.56,平层,板楼,北,混合结构,简装,无,2021/10/30,商品房,普通住宅,9900
10057,武侯,双楠,2室1厅1厨1卫,中楼层 (共7层),70.21,平层,板楼,南 北,混合结构,精装,无,2021/8/13,已购公房,普通住宅,8300
10058,武侯,草金立交,2室2厅1厨1卫,中楼层 (共11层),80.96,平层,板楼,北 南,框架结构,简装,有,44499,商品房,普通住宅,11500
10059,武侯,火车南站,1室1厅1厨1卫,中楼层 (共22层),56.41,平层,板楼,东,框架结构,简装,有,44453,商品房,普通住宅,11000
10060,武侯,红牌楼,1室0厅0厨1卫,高楼层 (共6层),53.17,平层,塔楼,东南,钢混结构,简装,有,2021/9/21,商品房,普通住宅,6900
10061,武侯,双楠,1室1厅1厨1卫,高楼层 (共12层),43.41,平层,塔楼,东南,框架结构,简装,有,2021/11/2,商品房,普通住宅,4600
10062,武侯,外双楠,2室1厅1厨1卫,中楼层 (共16层),71.96,平层,塔楼,东,框架结构,精装,有,2021/8/28,商品房,普通住宅,9200
10063,武侯,五大花园,2室1厅1厨1卫,高楼层 (共19层),56.55,平层,板塔结合,东,框架结构,精装,有,2021/11/9,商品房,普通住宅,9500
10064,武侯,川音,2室2厅1厨1卫,高楼层 (共17层),76.47,平层,板楼,东南,钢混结构,简装,有,44436,商品房,普通住宅,12200
10065,武侯,武侯祠,2室1厅1厨1卫,低楼层 (共37层),56.77,平层,板楼,东南,框架结构,精装,有,44509,商品房,普通住宅,12600
10066,武侯,草金立交,2室2厅1厨1卫,中楼层 (共28层),50.81,平层,板塔结合,东,钢混结构,精装,有,44467,商品房,普通住宅,11980
10067,武侯,草金立交,2室1厅1厨1卫,高楼层 (共15层),88.96,平层,板塔结合,西南,框架结构,精装,有,44439,商品房,普通住宅,13400
10068,武侯,川音,2室1厅1厨1卫,中楼层 (共7层),80.4,平层,板塔结合,南,混合结构,简装,无,44370,商品房,普通住宅,10500
10069,武侯,草金立交,2室1厅1厨1卫,高楼层 (共11层),94.22,平层,塔楼,西南,框架结构,精装,有,44493,商品房,普通住宅,16000
10070,武侯,高升桥,1室1厅1厨1卫,中楼层 (共21层),55.13,平层,板塔结合,西南,钢混结构,精装,有,44150,商品房,普通住宅,11000
10071,武侯,丽都,2室2厅1厨1卫,中楼层 (共18层),75.88,平层,塔楼,西南,框架结构,精装,有,44496,商品房,普通住宅,15400
10072,武侯,川音,3室2厅1厨2卫,低楼层 (共20层),142.59,平层,板塔结合,西北,框架结构,精装,有,44408,商品房,普通住宅,22000
10073,武侯,草金立交,2室1厅1厨1卫,中楼层 (共18层),95.6,平层,板楼,南,钢混结构,精装,有,44399,商品房,普通住宅,15300
10074,武侯,五大花园,3室2厅1厨1卫,高楼层 (共20层),84.08,平层,板塔结合,南,钢混结构,毛坯,有,44392,商品房,普通住宅,19100
10075,武侯,棕北,3室1厅1厨2卫,低楼层 (共27层),96.38,平层,板塔结合,东,框架结构,简装,有,44464,商品房,普通住宅,21000
10076,武侯,簇桥,2室2厅1厨1卫,中楼层 (共11层),93.79,平层,板塔结合,南,框架结构,毛坯,有,44339,商品房,普通住宅,10680
10077,武侯,红牌楼,2室2厅1厨1卫,高楼层 (共11层),80.1,平层,板楼,东南,框架结构,简装,有,44453,商品房,普通住宅,12800
10078,武侯,桐梓林,2室2厅1厨1卫,高楼层 (共18层),73.55,平层,板塔结合,南,框架结构,精装,有,44446,商品房,普通住宅,12200
10079,武侯,广福桥,1室1厅1厨1卫,中楼层 (共15层),54.13,平层,板楼,东南,框架结构,简装,有,2021/6/19,商品房,普通住宅,7700
10080,武侯,草金立交,3室1厅1厨2卫,中楼层 (共11层),96.67,平层,板塔结合,北,钢混结构,简装,有,44413,商品房,普通住宅,15800
10081,武侯,簇桥,2室2厅1厨1卫,中楼层 (共11层),87.61,平层,板塔结合,东南,未知结构,简装,有,2021/11/20,商品房,普通住宅,9000
10082,武侯,桐梓林,2室2厅1厨1卫,高楼层 (共18层),72.59,平层,板塔结合,东,框架结构,简装,有,44523,商品房,普通住宅,10800
10083,武侯,华西,2室1厅1厨1卫,中楼层 (共6层),75.48,平层,板楼,南,砖混结构,简装,无,2021/11/5,商品房,普通住宅,9300
10084,武侯,高升桥,3室1厅1厨1卫,高楼层 (共21层),89.39,平层,板塔结合,西南,钢混结构,精装,有,44491,商品房,普通住宅,19700
10085,武侯,华西,2室1厅1厨1卫,中楼层 (共7层),46.5,平层,板楼,南,砖混结构,简装,无,2021/9/1,商品房,普通住宅,7000
10086,武侯,簇桥,3室2厅1厨1卫,高楼层 (共6层),107.95,平层,板楼,东南,砖混结构,简装,无,2021/10/11,商品房,普通住宅,8600
10087,武侯,武侯立交,2室2厅1厨1卫,中楼层 (共15层),69.37,平层,板塔结合,西南,钢混结构,精装,有,44401,商品房,普通住宅,12500
10088,武侯,新双楠,3室2厅1厨1卫,中楼层 (共13层),99.85,平层,板塔结合,南,框架结构,毛坯,有,44225,商品房,普通住宅,20800
10089,武侯,外双楠,1室0厅1厨1卫,低楼层 (共18层),51.58,平层,塔楼,东,框架结构,精装,有,2021/8/5,商品房,普通住宅,8700
10090,武侯,草金立交,2室1厅1厨1卫,高楼层 (共27层),50.87,平层,板塔结合,西北,钢混结构,精装,有,44386,商品房,普通住宅,12000
10091,武侯,桐梓林,2室2厅1厨1卫,高楼层 (共18层),82.32,平层,板塔结合,南,框架结构,简装,有,44488,商品房,普通住宅,13500
10092,武侯,丽都,1室1厅1厨1卫,中楼层 (共16层),47.83,平层,板塔结合,西南,框架结构,精装,有,2021/9/10,商品房,普通住宅,7600
10093,武侯,五大花园,2室1厅1厨1卫,高楼层 (共17层),56.94,平层,塔楼,西,钢混结构,精装,有,44477,商品房,普通住宅,11000
10094,武侯,簇桥,2室1厅1厨1卫,中楼层 (共14层),59.12,平层,板楼,西南,钢混结构,精装,有,44506,商品房,普通住宅,11180
10095,武侯,草金立交,2室2厅1厨1卫,低楼层 (共15层),86.46,平层,板楼,西 西北,钢混结构,简装,有,44504,商品房,普通住宅,13800
10096,武侯,龙湾,3室2厅1厨2卫,中楼层 (共18层),119.39,平层,板楼,东南,钢混结构,精装,有,44476,商品房,普通住宅,31500
10097,武侯,新双楠,3室2厅1厨2卫,低楼层 (共18层),91.44,平层,塔楼,南 北,钢混结构,精装,有,44383,商品房,普通住宅,23500
10098,武侯,五大花园,4室1厅1厨2卫,中楼层 (共7层),152.3,平层,板楼,东北,砖混结构,简装,无,44502,商品房,普通住宅,12000
10099,武侯,川音,2室2厅1厨1卫,低楼层 (共11层),97.26,平层,板楼,南,框架结构,简装,有,44340,商品房,普通住宅,17000
10100,武侯,新双楠,3室2厅1厨2卫,高楼层 (共13层),107.56,平层,板塔结合,西南,框架结构,毛坯,有,44510,商品房,普通住宅,20500
10101,武侯,红牌楼,1室0厅1厨1卫,中楼层 (共13层),32.29,平层,板塔结合,东北,框架结构,简装,有,2021/12/14,商品房,普通住宅,3300
10102,武侯,丽都,2室1厅1厨1卫,高楼层 (共17层),77.09,平层,塔楼,西南,钢混结构,毛坯,有,43213,商品房,普通住宅,20000
10103,武侯,航空路,2室2厅1厨1卫,高楼层 (共19层),87.17,平层,板楼,南,框架结构,简装,有,43293,商品房,普通住宅,13000
10104,武侯,丽都,4室2厅1厨2卫,中楼层 (共7层),172.4,平层,板楼,西南,框架结构,简装,无,43066,商品房,普通住宅,34000
10105,武侯,高升桥,3室1厅1厨2卫,低楼层 (共21层),186.03,平层,板塔结合,南,钢混结构,精装,有,43961,商品房,普通住宅,28800
10106,武侯,外双楠,3室2厅1厨2卫,高楼层 (共7层),137.32,平层,板塔结合,东南,砖混结构,精装,有,44248,商品房,普通住宅,19300
10107,武侯,五大花园,4室2厅1厨2卫,中楼层 (共5层),157.76,平层,板楼,南 北,钢混结构,毛坯,无,43764,商品房,普通住宅,30500
10108,武侯,川大,4室2厅1厨2卫,高楼层 (共15层),220.93,平层,板楼,南,钢混结构,精装,有,43238,商品房,普通住宅,53000
10109,武侯,川大,3室2厅1厨1卫,低楼层 (共5层),67.3,平层,板楼,东南,未知结构,毛坯,无,43998,商品房,普通住宅,16600
10110,武侯,广福桥,3室1厅1厨1卫,高楼层 (共7层),87.66,平层,板楼,东,砖混结构,简装,无,44447,商品房,普通住宅,10200
10111,武侯,丽都,4室1厅1厨3卫,中楼层 (共13层),202.01,错层,塔楼,东南,砖混结构,毛坯,有,44487,商品房,普通住宅,42500
10112,武侯,五大花园,4室2厅1厨2卫,中楼层 (共7层),131.8,平层,板塔结合,南,砖混结构,毛坯,无,44086,商品房,普通住宅,12500
10113,武侯,川大,2室2厅1厨1卫,中楼层 (共18层),134.56,平层,板楼,南,钢混结构,简装,有,43133,商品房,普通住宅,22500
10114,武侯,川音,1室1厅1厨1卫,高楼层 (共6层),44.5,平层,板楼,东南,砖混结构,简装,无,2018/6/21,已购公房,普通住宅,5400
10115,武侯,双楠,2室2厅1厨1卫,高楼层 (共7层),74.19,平层,板塔结合,南,钢混结构,简装,无,2019/6/27,商品房,普通住宅,8100
10116,武侯,桐梓林,3室1厅1厨2卫,低楼层 (共7层),114.91,平层,板楼,东,混合结构,精装,无,43758,商品房,普通住宅,13500
10117,武侯,草金立交,3室2厅1厨1卫,低楼层 (共21层),89.98,平层,板楼,南 东北,框架结构,简装,有,43280,商品房,普通住宅,15000
10118,武侯,火车南站,5室1厅1厨3卫,高楼层 (共18层),217.63,跃层,塔楼,东北,钢混结构,简装,有,44544,经济适用房,普通住宅,39000
10119,武侯,五大花园,4室1厅1厨2卫,中楼层 (共5层),136.14,跃层,板楼,南 北,砖混结构,简装,无,44368,商品房,普通住宅,13500
10120,武侯,双楠,3室2厅1厨2卫,中楼层 (共9层),146.4,平层,板楼,东南,钢混结构,简装,有,44340,商品房,普通住宅,23000
10121,武侯,丽都,4室2厅1厨2卫,高楼层 (共15层),164.08,平层,板楼,西南 东北,砖混结构,精装,有,44540,商品房,普通住宅,29900
10122,武侯,桐梓林,1室1厅1厨1卫,中楼层 (共20层),56.53,平层,板塔结合,东南,框架结构,精装,有,43996,商品房,普通住宅,13800
10123,武侯,玉林,2室1厅1厨1卫,高楼层 (共33层),88.28,平层,板楼,东南,钢混结构,简装,有,43912,商品房,普通住宅,26800
10124,武侯,双楠,2室1厅1厨1卫,中楼层 (共7层),38.82,平层,板楼,南,混合结构,简装,无,2019/3/7,商品房,普通住宅,5150
10125,武侯,丽都,1室1厅1厨1卫,低楼层 (共18层),57.13,平层,板楼,东南,钢混结构,精装,有,43949,商品房,普通住宅,14500
10126,武侯,五大花园,2室1厅1厨1卫,高楼层 (共7层),68.8,平层,板楼,东,混合结构,精装,无,2020/1/11,商品房,普通住宅,8500
10127,武侯,五大花园,2室1厅1厨1卫,中楼层 (共7层),78.19,平层,板楼,西南,混合结构,简装,无,2019/12/13,商品房,普通住宅,9800
10128,武侯,川音,2室1厅1厨1卫,中楼层 (共11层),120.92,平层,板楼,东,框架结构,简装,无,44397,商品房,普通住宅,28000
10129,武侯,川音,2室1厅1厨1卫,低楼层 (共7层),45.23,平层,板楼,西南,混合结构,简装,无,2018/4/26,商品房,普通住宅,5200
10130,武侯,双楠,3室2厅1厨2卫,低楼层 (共7层),127.52,错层,板楼,南,砖混结构,简装,无,44008,商品房,普通住宅,20000
10131,武侯,桐梓林,3室1厅1厨2卫,低楼层 (共18层),104.15,平层,板塔结合,北,框架结构,毛坯,有,44319,商品房,普通住宅,20000
10132,武侯,航空路,5室1厅1厨2卫,高楼层 (共12层),172.73,跃层,板楼,南,框架结构,简装,有,44544,商品房,普通住宅,45800
10133,武侯,桐梓林,3室1厅1厨2卫,中楼层 (共10层),165.0,平层,板楼,南 北,钢混结构,精装,有,43526,商品房,普通住宅,32000
10134,武侯,双楠,1室0厅1厨1卫,中楼层 (共17层),42.09,平层,板塔结合,南,框架结构,精装,有,2021/6/30,商品房,普通住宅,4700
10135,武侯,丽都,3室2厅1厨2卫,中楼层 (共13层),140.2,平层,板楼,东南,砖混结构,精装,有,43296,商品房,普通住宅,39000
10136,武侯,棕北,4室2厅1厨2卫,高楼层 (共38层),130.22,平层,板楼,南 北,钢混结构,精装,有,44534,商品房,普通住宅,46000
10137,武侯,航空路,3室2厅1厨2卫,高楼层 (共11层),128.8,平层,板楼,东 西,框架结构,精装,有,44541,商品房,普通住宅,28000
10138,武侯,丽都,4室1厅1厨2卫,中楼层 (共13层),215.92,错层,塔楼,西北,钢混结构,精装,有,44079,商品房,普通住宅,43600
10139,武侯,棕北,4室1厅1厨4卫,高楼层 (共32层),142.96,平层,板塔结合,东南,框架结构,简装,有,44525,商品房,普通住宅,35100
10140,武侯,丽都,3室1厅1厨2卫,中楼层 (共13层),140.23,平层,板塔结合,东南,框架结构,精装,有,44535,商品房,普通住宅,32600
10141,武侯,航空路,2室1厅1厨1卫,低楼层 (共18层),62.6,平层,板楼,北,钢混结构,简装,有,44540,商品房,普通住宅,16000
10142,武侯,五大花园,4室2厅1厨2卫,中楼层 (共5层),157.0,平层,板楼,南 北,钢混结构,简装,无,43233,商品房,普通住宅,34800
10143,武侯,玉林,4室1厅1厨2卫,低楼层 (共8层),171.27,平层,板楼,南,钢混结构,简装,有,43476,商品房,普通住宅,33500
10144,武侯,红牌楼,1室0厅1厨1卫,高楼层 (共6层),33.77,平层,板楼,东南,混合结构,简装,无,2018/6/22,商品房,普通住宅,5400
10145,武侯,丽都,1室1厅1厨1卫,中楼层 (共12层),51.08,平层,板楼,西北,框架结构,简装,有,2019/10/13,商品房,普通住宅,4900
10146,武侯,航空路,4室2厅1厨3卫,低楼层 (共4层),271.81,跃层,板楼,南,钢混结构,精装,无,44531,商品房,普通住宅,80000
10147,武侯,桐梓林,2室2厅1厨2卫,低楼层 (共18层),129.31,平层,板楼,东,框架结构,精装,有,43457,商品房,普通住宅,20300
10148,武侯,红牌楼,3室2厅1厨2卫,低楼层 (共7层),105.0,平层,板楼,西北,框架结构,简装,无,43876,商品房,普通住宅,16500
10149,武侯,外双楠,1室1厅1厨1卫,低楼层 (共16层),62.91,平层,塔楼,东,钢混结构,精装,有,44494,商品房,普通住宅,12000
10150,武侯,棕北,1室0厅1厨1卫,低楼层 (共29层),48.58,平层,板塔结合,西南,框架结构,简装,有,43107,商品房,普通住宅,11800
10151,武侯,桐梓林,3室1厅1厨2卫,中楼层 (共21层),125.6,平层,板塔结合,南,钢混结构,精装,有,44449,商品房,普通住宅,37000
10152,武侯,川大,5室1厅1厨2卫,高楼层 (共15层),226.33,跃层,板楼,东南,钢混结构,其他,有,44543,商品房,普通住宅,48000
10153,武侯,草金立交,3室1厅1厨2卫,中楼层 (共18层),119.54,平层,板楼,西南,钢混结构,其他,有,44206,商品房,普通住宅,18000
10154,武侯,火车南站,2室1厅1厨1卫,高楼层 (共7层),92.74,平层,板楼,北,砖混结构,简装,无,43507,商品房,普通住宅,11000
10155,武侯,川音,2室2厅1厨1卫,高楼层 (共7层),88.87,平层,板楼,东南,混合结构,精装,无,2021/3/17,商品房,普通住宅,8900
10156,武侯,火车南站,3室2厅1厨1卫,中楼层 (共34层),76.07,平层,板塔结合,东,钢混结构,简装,有,44534,商品房,普通住宅,20300
10157,武侯,外双楠,3室2厅1厨2卫,中楼层 (共7层),100.99,平层,板楼,东南,钢混结构,精装,无,44540,商品房,普通住宅,15500
10158,武侯,高升桥,2室1厅1厨1卫,高楼层 (共18层),90.07,平层,板塔结合,东北,框架结构,简装,有,44544,商品房,普通住宅,17800
10159,武侯,玉林,2室1厅1厨1卫,中楼层 (共26层),82.86,平层,板楼,东 北,框架结构,精装,有,44537,商品房,普通住宅,20800
10160,武侯,玉林,3室2厅1厨2卫,低楼层 (共18层),122.53,平层,板塔结合,西,钢混结构,简装,有,44541,商品房,普通住宅,23600
10161,武侯,双楠,3室2厅1厨2卫,低楼层 (共7层),128.16,平层,板塔结合,南,混合结构,精装,无,44544,商品房,普通住宅,15500
10162,武侯,新双楠,4室1厅1厨2卫,低楼层 (共17层),189.73,跃层,板塔结合,东南,钢混结构,简装,有,44219,商品房,普通住宅,29700
10163,武侯,川音,7室2厅1厨3卫,高楼层 (共7层),301.0,复式,板楼,南,混合结构,简装,有,44370,商品房,普通住宅,45500
10164,武侯,航空路,4室2厅1厨2卫,高楼层 (共7层),85.77,平层,板楼,南 北,钢混结构,简装,无,44483,商品房,普通住宅,17800
10165,武侯,高升桥,3室2厅1厨2卫,低楼层 (共15层),123.5,错层,板塔结合,东南,钢混结构,精装,有,44546,商品房,普通住宅,22800
10166,武侯,草金立交,5室1厅1厨3卫,高楼层 (共6层),204.49,跃层,板楼,东南,钢混结构,简装,有,44544,商品房,普通住宅,20450
10167,武侯,丽都,3室1厅1厨2卫,高楼层 (共18层),107.46,平层,板楼,东南 南 西南,钢混结构,精装,有,44546,商品房,普通住宅,24900
10168,武侯,棕北,3室2厅1厨2卫,低楼层 (共18层),174.25,平层,塔楼,南 西,钢混结构,精装,有,44545,商品房,普通住宅,36300
10169,武侯,火车南站,3室1厅1厨1卫,中楼层 (共7层),81.87,平层,板塔结合,南,钢混结构,精装,无,44545,商品房,普通住宅,12000
10170,武侯,火车南站,2室1厅1厨1卫,低楼层 (共7层),75.91,平层,板楼,南,砖混结构,简装,无,44546,商品房,普通住宅,10500
10171,武侯,双楠,3室2厅1厨1卫,中楼层 (共7层),91.88,平层,塔楼,东南,钢混结构,简装,无,44533,已购公房,普通住宅,11600
10172,武侯,红牌楼,3室2厅1厨1卫,中楼层 (共8层),128.95,平层,板楼,东南,框架结构,毛坯,有,44538,商品房,普通住宅,23200
10173,武侯,簇桥,3室2厅1厨2卫,低楼层 (共15层),89.78,平层,板楼,东南,钢混结构,精装,有,44538,商品房,普通住宅,13700
10174,武侯,川音,3室2厅1厨2卫,高楼层 (共7层),122.27,错层,板楼,南,钢混结构,简装,无,44533,商品房,普通住宅,14800
10175,武侯,新双楠,3室2厅1厨2卫,中楼层 (共13层),142.96,平层,板楼,东南,框架结构,毛坯,有,44538,商品房,普通住宅,26800
10176,武侯,高升桥,4室2厅1厨2卫,高楼层 (共17层),202.67,跃层,板塔结合,西北,框架结构,简装,有,44522,商品房,普通住宅,38000
10177,武侯,航空路,4室2厅1厨2卫,高楼层 (共25层),163.52,平层,板楼,东 南,钢混结构,简装,有,43253,商品房,普通住宅,30800
10178,武侯,棕北,2室1厅1厨1卫,中楼层 (共29层),79.0,平层,板塔结合,南,框架结构,精装,有,44534,商品房,普通住宅,22000
10179,武侯,丽都,2室1厅1厨1卫,高楼层 (共18层),63.37,平层,板楼,西北,钢混结构,精装,有,44541,商品房,普通住宅,14800
10180,武侯,川大,2室1厅1厨1卫,高楼层 (共14层),93.43,平层,板楼,东,钢混结构,精装,有,44536,商品房,普通住宅,15000
10181,武侯,火车南站,2室2厅1厨1卫,低楼层 (共7层),82.95,平层,板楼,南 北,混合结构,简装,无,2021/12/7,商品房,普通住宅,9600
10182,武侯,桐梓林,2室1厅1厨1卫,高楼层 (共11层),104.31,平层,板楼,南,框架结构,精装,有,44539,商品房,普通住宅,24500
10183,武侯,双楠,3室2厅1厨1卫,低楼层 (共7层),119.45,平层,板楼,西南,混合结构,精装,无,44545,已购公房,普通住宅,15000
10184,武侯,火车南站,3室2厅1厨1卫,中楼层 (共34层),76.07,平层,板塔结合,东南,钢混结构,精装,有,44540,商品房,普通住宅,20000
10185,武侯,外双楠,4室2厅1厨2卫,中楼层 (共11层),183.79,错层,板楼,南,框架结构,精装,有,43621,商品房,普通住宅,31500
10186,武侯,棕北,2室1厅1厨1卫,中楼层 (共7层),59.8,平层,板楼,东南,砖混结构,简装,无,43250,商品房,普通住宅,10000
10187,武侯,桐梓林,1室1厅1厨1卫,低楼层 (共18层),78.0,平层,板楼,南,框架结构,精装,有,43231,商品房,普通住宅,16000
10188,武侯,五大花园,3室2厅1厨2卫,高楼层 (共7层),138.0,跃层,板楼,南,砖混结构,简装,无,43282,商品房,普通住宅,12500
