序号,房屋所属市辖区,房屋地址（街道）,房屋户型,所在楼层,建筑面积（平方米）,户型结构,建筑类型,房屋朝向,建筑结构,装修情况,配备电梯,挂牌时间,交易权属,房屋用途,单价（元/平方米）
10189,武侯,五大花园,4室2厅1厨3卫,高楼层 (共6层),147.52,跃层,板楼,南,砖混结构,精装,无,44520,商品房,普通住宅,21600
10190,武侯,五大花园,4室2厅1厨2卫,中楼层 (共7层),157.28,跃层,板楼,南,砖混结构,毛坯,无,44526,商品房,普通住宅,13200
10191,武侯,川大,2室1厅1厨1卫,中楼层 (共12层),59.0,平层,塔楼,西,框架结构,简装,有,44521,商品房,普通住宅,10800
10192,武侯,高升桥,4室2厅1厨2卫,中楼层 (共17层),160.59,错层,板塔结合,西北 东北,框架结构,精装,有,44529,商品房,普通住宅,36000
10193,武侯,航空路,3室2厅1厨2卫,低楼层 (共12层),154.7,跃层,板楼,南 东,框架结构,简装,有,44529,商品房,普通住宅,30000
10194,武侯,火车南站,3室2厅1厨2卫,高楼层 (共45层),106.21,平层,塔楼,西,钢混结构,简装,有,44531,商品房,普通住宅,28200
10195,武侯,航空路,3室2厅1厨2卫,中楼层 (共18层),144.06,平层,板楼,北,钢混结构,简装,有,44197,商品房,普通住宅,28900
10196,武侯,航空路,3室2厅1厨2卫,中楼层 (共18层),144.35,平层,板楼,西,框架结构,简装,有,44503,商品房,普通住宅,28300
10197,武侯,航空路,5室2厅1厨3卫,高楼层 (共12层),201.32,跃层,板楼,西,钢混结构,毛坯,有,44119,商品房,普通住宅,46000
10198,武侯,航空路,5室1厅1厨3卫,低楼层 (共4层),372.91,跃层,板楼,南,钢混结构,其他,无,44427,商品房,普通住宅,74500
10199,武侯,五大花园,4室1厅1厨2卫,中楼层 (共8层),151.0,跃层,板楼,南,砖混结构,精装,无,44120,商品房,普通住宅,14200
10200,武侯,高升桥,4室2厅1厨2卫,高楼层 (共7层),173.9,跃层,板楼,东南,砖混结构,其他,无,44282,商品房,普通住宅,19900
10201,武侯,棕北,3室1厅1厨2卫,高楼层 (共9层),151.32,平层,板楼,北,砖混结构,简装,有,44093,商品房,普通住宅,22300
10202,武侯,草金立交,5室2厅1厨2卫,高楼层 (共6层),202.9,跃层,板楼,东 南,框架结构,精装,无,44215,商品房,普通住宅,22050
10203,武侯,龙湾,4室2厅1厨3卫,低楼层 (共8层),313.52,跃层,板楼,南,钢混结构,精装,有,44384,商品房,普通住宅,85000
10204,武侯,五大花园,3室1厅1厨2卫,高楼层 (共7层),138.0,跃层,板楼,南 北,砖混结构,简装,无,43837,商品房,普通住宅,11000
10205,武侯,桐梓林,4室2厅1厨4卫,中楼层 (共27层),186.23,平层,板塔结合,南,钢混结构,精装,有,43957,商品房,普通住宅,66000
10206,武侯,棕北,5室2厅1厨2卫,中楼层 (共7层),241.53,跃层,板楼,东南,混合结构,简装,有,44300,商品房,普通住宅,32100
10207,武侯,火车南站,4室2厅1厨2卫,中楼层 (共22层),158.36,平层,板塔结合,北,框架结构,简装,有,44345,商品房,普通住宅,18000
10208,武侯,双楠,5室4厅1厨3卫,中楼层 (共7层),199.39,跃层,板塔结合,南,框架结构,精装,无,44014,商品房,普通住宅,32800
10209,武侯,棕北,4室2厅1厨2卫,低楼层 (共7层),164.86,平层,板楼,南 北,钢混结构,精装,有,44463,商品房,普通住宅,30800
10210,武侯,龙湾,3室1厅1厨1卫,中楼层 (共16层),97.01,平层,板塔结合,南,框架结构,简装,有,43947,商品房,普通住宅,22900
10211,武侯,航空路,4室2厅1厨2卫,高楼层 (共16层),208.85,跃层,板楼,南,框架结构,简装,有,44117,商品房,普通住宅,24500
10212,武侯,棕北,4室1厅1厨2卫,高楼层 (共27层),159.48,跃层,板塔结合,东南 南,框架结构,简装,有,44200,商品房,普通住宅,38000
10213,武侯,航空路,4室2厅1厨2卫,高楼层 (共12层),160.88,跃层,板楼,东,框架结构,简装,有,44506,商品房,普通住宅,32900
10214,武侯,川大,3室1厅1厨1卫,低楼层 (共7层),67.66,平层,板楼,南 北,砖混结构,简装,无,2021/9/16,经济适用房,普通住宅,9700
10215,武侯,航空路,4室2厅1厨2卫,低楼层 (共18层),92.8,错层,塔楼,西,框架结构,精装,有,44289,商品房,普通住宅,20800
10216,武侯,双楠,2室2厅1厨1卫,低楼层 (共7层),67.24,错层,板塔结合,南,钢混结构,简装,无,2021/11/20,商品房,普通住宅,9000
10217,武侯,航空路,3室2厅1厨1卫,低楼层 (共7层),85.77,平层,板楼,北,钢混结构,简装,无,44514,商品房,普通住宅,17000
10218,武侯,川音,3室1厅1厨2卫,低楼层 (共7层),126.2,平层,板楼,东北,砖混结构,精装,无,44527,商品房,普通住宅,16500
10219,武侯,龙湾,3室1厅1厨2卫,低楼层 (共18层),115.19,平层,板楼,北,框架结构,精装,有,44531,商品房,普通住宅,30000
10220,武侯,棕北,2室1厅1厨1卫,低楼层 (共6层),62.61,平层,板楼,南,砖混结构,简装,无,2021/11/24,商品房,普通住宅,9600
10221,武侯,新双楠,4室2厅1厨2卫,中楼层 (共18层),116.69,平层,塔楼,东南,框架结构,毛坯,有,44524,商品房,普通住宅,30200
10222,武侯,桐梓林,3室1厅1厨2卫,高楼层 (共12层),146.63,平层,板楼,南,框架结构,精装,有,44520,商品房,普通住宅,26500
10223,武侯,川大,1室1厅1厨1卫,中楼层 (共5层),43.0,平层,板楼,东,砖混结构,简装,无,2021/11/23,商品房,普通住宅,6500
10224,武侯,广福桥,3室1厅1厨1卫,低楼层 (共7层),95.69,平层,板塔结合,南,钢混结构,简装,无,44532,商品房,普通住宅,14200
10225,武侯,新双楠,3室2厅1厨2卫,高楼层 (共13层),128.41,平层,板塔结合,西北,框架结构,精装,有,44533,商品房,普通住宅,32000
10226,武侯,丽都,2室1厅1厨1卫,高楼层 (共18层),72.16,平层,板楼,东南,钢混结构,毛坯,有,44534,商品房,普通住宅,16600
10227,武侯,五大花园,3室1厅1厨2卫,高楼层 (共7层),106.17,平层,板楼,南,砖混结构,精装,无,44533,商品房,普通住宅,12500
10228,武侯,高升桥,2室1厅1厨1卫,低楼层 (共21层),82.64,平层,板塔结合,西北,钢混结构,其他,有,44535,商品房,普通住宅,16800
10229,武侯,五大花园,3室2厅1厨2卫,高楼层 (共7层),111.61,错层,板楼,南,混合结构,精装,无,44539,商品房,普通住宅,12600
10230,武侯,红牌楼,1室1厅1厨1卫,低楼层 (共10层),55.27,平层,板塔结合,西,框架结构,精装,有,44535,商品房,普通住宅,10500
10231,武侯,草金立交,3室2厅1厨1卫,低楼层 (共6层),88.0,平层,板楼,东南,砖混结构,简装,无,44538,商品房,普通住宅,10950
10232,武侯,龙湾,3室2厅1厨2卫,低楼层 (共18层),134.94,平层,板楼,东,钢混结构,简装,有,44540,商品房,普通住宅,30600
10233,武侯,草金立交,2室1厅1厨1卫,中楼层 (共15层),74.36,平层,板楼,南,框架结构,简装,有,44541,商品房,普通住宅,14100
10234,武侯,火车南站,2室2厅1厨1卫,高楼层 (共7层),101.79,平层,板楼,南 北,砖混结构,精装,无,44527,商品房,普通住宅,12500
10235,武侯,外双楠,4室2厅1厨2卫,高楼层 (共11层),244.7,跃层,板楼,南,钢混结构,精装,有,44526,商品房,普通住宅,48000
10236,武侯,航空路,3室2厅1厨2卫,高楼层 (共9层),177.7,平层,塔楼,南,框架结构,简装,有,44531,商品房,普通住宅,35000
10237,武侯,川大,2室2厅1厨1卫,中楼层 (共18层),85.25,平层,板塔结合,南,框架结构,简装,有,44520,商品房,普通住宅,15900
10238,武侯,丽都,4室1厅1厨2卫,低楼层 (共14层),223.0,平层,板楼,西北,框架结构,精装,有,44527,商品房,普通住宅,35000
10239,武侯,丽都,3室1厅1厨2卫,中楼层 (共17层),139.65,平层,塔楼,西南,钢混结构,精装,有,44518,商品房,普通住宅,36000
10240,武侯,高升桥,4室2厅1厨2卫,中楼层 (共15层),143.14,错层,板塔结合,南,钢混结构,精装,有,44532,商品房,普通住宅,26000
10241,武侯,棕北,3室2厅1厨2卫,高楼层 (共27层),111.65,平层,板塔结合,东南,框架结构,精装,有,44534,商品房,普通住宅,27000
10242,武侯,航空路,3室2厅1厨2卫,中楼层 (共18层),115.22,平层,板塔结合,南,钢混结构,精装,有,44532,商品房,普通住宅,23800
10243,武侯,航空路,2室2厅1厨1卫,高楼层 (共15层),66.77,跃层,塔楼,南,框架结构,精装,有,44532,商品房,普通住宅,12000
10244,武侯,双楠,3室2厅1厨1卫,高楼层 (共7层),119.4,平层,板楼,东,砖混结构,精装,无,44534,商品房,普通住宅,13000
10245,武侯,火车南站,4室2厅1厨2卫,高楼层 (共22层),158.36,平层,板塔结合,南 北,框架结构,其他,有,44537,商品房,普通住宅,18200
10246,武侯,棕北,2室1厅1厨1卫,中楼层 (共7层),81.84,平层,板楼,南 北,混合结构,精装,无,44537,商品房,普通住宅,10200
10247,武侯,广福桥,2室2厅1厨1卫,中楼层 (共6层),81.57,平层,板塔结合,北,钢混结构,精装,无,44545,商品房,普通住宅,12800
10248,武侯,五大花园,4室1厅1厨2卫,中楼层 (共6层),116.8,错层,板楼,南,砖混结构,其他,无,44546,商品房,普通住宅,13500
10249,武侯,龙湾,3室1厅1厨2卫,低楼层 (共18层),139.49,平层,板楼,南,钢混结构,精装,有,44545,商品房,普通住宅,31000
10250,武侯,红牌楼,3室2厅1厨1卫,高楼层 (共17层),97.25,平层,板楼,东北,钢混结构,其他,有,44544,商品房,普通住宅,26000
10251,武侯,高升桥,3室1厅1厨1卫,中楼层 (共7层),72.46,平层,板楼,东,砖混结构,其他,无,2021/12/3,商品房,普通住宅,9900
10252,武侯,丽都,2室1厅1厨1卫,高楼层 (共10层),82.5,平层,板楼,东南,框架结构,简装,有,44539,商品房,普通住宅,13300
10253,武侯,双楠,3室1厅1厨1卫,中楼层 (共7层),72.82,平层,板楼,南,砖混结构,精装,无,2021/12/12,已购公房,普通住宅,9200
10254,武侯,广福桥,3室1厅1厨2卫,中楼层 (共11层),101.23,平层,板塔结合,南,钢混结构,精装,有,44543,商品房,普通住宅,20000
10255,武侯,双楠,3室2厅1厨2卫,高楼层 (共9层),146.4,平层,板楼,东,钢混结构,精装,有,44543,商品房,普通住宅,22900
10256,武侯,丽都,4室1厅1厨2卫,中楼层 (共14层),225.73,平层,板楼,东南,砖混结构,精装,有,44538,商品房,普通住宅,48000
10257,武侯,火车南站,2室2厅1厨1卫,低楼层 (共6层),70.0,平层,板塔结合,南 北,混合结构,其他,无,2021/12/14,商品房,普通住宅,8700
10258,武侯,武侯立交,3室2厅1厨2卫,中楼层 (共6层),113.98,平层,板楼,东南,钢混结构,简装,无,44543,商品房,普通住宅,15000
10259,武侯,桐梓林,3室1厅1厨2卫,中楼层 (共11层),114.6,平层,板塔结合,北,框架结构,精装,有,44543,商品房,普通住宅,24500
10260,武侯,棕北,2室1厅1厨1卫,中楼层 (共7层),69.22,平层,板楼,东,混合结构,简装,无,44545,商品房,普通住宅,10000
10261,武侯,火车南站,2室1厅1厨1卫,中楼层 (共6层),60.54,平层,板楼,东,砖混结构,精装,无,2021/12/14,商品房,普通住宅,8200
10262,武侯,火车南站,2室1厅1厨1卫,高楼层 (共28层),88.4,平层,板塔结合,南,钢混结构,精装,有,44535,商品房,普通住宅,29500
10263,武侯,广福桥,3室2厅1厨1卫,低楼层 (共16层),121.92,平层,板楼,东南,钢混结构,精装,有,44545,商品房,普通住宅,26600
10264,武侯,航空路,5室3厅1厨4卫,中楼层 (共11层),210.13,平层,板楼,东南,框架结构,精装,有,44094,商品房,普通住宅,45800
10265,武侯,武侯立交,1室1厅1厨1卫,中楼层 (共6层),53.99,平层,板楼,北,砖混结构,简装,无,2021/12/6,商品房,普通住宅,6500
10266,武侯,川大,4室2厅1厨2卫,中楼层 (共31层),161.21,平层,板塔结合,东北,框架结构,简装,有,43983,商品房,普通住宅,45000
10267,武侯,棕北,3室2厅2厨2卫,中楼层 (共7层),110.08,平层,板楼,东南 东北,砖混结构,简装,无,44264,商品房,普通住宅,15000
10268,武侯,川大,4室2厅1厨2卫,中楼层 (共31层),161.21,平层,板塔结合,东北,框架结构,简装,有,44033,商品房,普通住宅,44700
10269,武侯,棕北,4室2厅1厨2卫,中楼层 (共18层),161.3,错层,板楼,南,砖混结构,精装,有,44406,商品房,普通住宅,45000
10270,武侯,棕北,3室1厅1厨2卫,高楼层 (共6层),124.5,平层,板楼,东,砖混结构,毛坯,无,44272,商品房,普通住宅,14300
10271,武侯,丽都,9室2厅1厨4卫,高楼层 (共13层),329.04,跃层,塔楼,西南,砖混结构,简装,有,44307,商品房,普通住宅,56500
10272,武侯,航空路,5室2厅1厨4卫,高楼层 (共9层),307.45,跃层,板塔结合,东北,框架结构,精装,有,44438,商品房,普通住宅,54000
10273,武侯,外双楠,2室1厅1厨1卫,低楼层 (共6层),67.25,平层,板楼,东南,框架结构,简装,无,44532,商品房,普通住宅,14300
10274,武侯,航空路,5室1厅1厨2卫,低楼层 (共18层),219.37,跃层,塔楼,北,钢混结构,简装,有,44307,商品房,普通住宅,48500
10275,武侯,棕北,6室2厅1厨3卫,高楼层 (共7层),186.2,跃层,板楼,南 东南 西南,砖混结构,精装,无,44265,商品房,普通住宅,28000
10276,武侯,棕北,4室2厅1厨2卫,低楼层 (共37层),152.98,平层,板楼,北,钢混结构,精装,有,44459,商品房,普通住宅,56000
10277,武侯,航空路,4室2厅1厨3卫,高楼层 (共11层),179.41,跃层,板楼,东 西,框架结构,精装,有,44434,商品房,普通住宅,39800
10278,武侯,川音,2室1厅0厨1卫,中楼层 (共16层),63.66,平层,塔楼,南 北,框架结构,精装,有,2021/12/6,商品房,普通住宅,9500
10279,武侯,川大,3室2厅1厨2卫,中楼层 (共31层),141.16,平层,板塔结合,东南 南 西南,框架结构,精装,有,44504,商品房,普通住宅,39100
10280,武侯,川大,3室1厅1厨1卫,高楼层 (共5层),80.47,平层,板楼,南,钢混结构,简装,无,43153,商品房,普通住宅,12800
10281,武侯,龙湾,3室2厅1厨2卫,高楼层 (共18层),108.24,平层,板楼,南,钢混结构,精装,有,43325,商品房,普通住宅,31000
10282,武侯,五大花园,3室1厅1厨2卫,低楼层 (共17层),132.85,平层,板楼,西南,框架结构,毛坯,有,43523,商品房,普通住宅,18800
10283,武侯,火车南站,3室1厅1厨1卫,高楼层 (共39层),96.22,平层,板塔结合,北,框架结构,精装,有,44545,商品房,普通住宅,29000
10284,武侯,五大花园,3室1厅1厨2卫,低楼层 (共6层),91.33,平层,板楼,东南,钢混结构,简装,无,44536,商品房,普通住宅,14600
10285,武侯,川大,2室2厅1厨1卫,中楼层 (共6层),63.2,平层,板楼,东,钢混结构,简装,无,2021/12/8,商品房,普通住宅,6900
10286,武侯,双楠,2室1厅1厨1卫,中楼层 (共7层),53.53,平层,板楼,南,砖混结构,精装,无,2021/12/13,商品房,普通住宅,7700
10287,武侯,桐梓林,3室2厅1厨1卫,高楼层 (共7层),99.09,平层,板楼,南 北,砖混结构,简装,无,44539,商品房,普通住宅,17500
10288,武侯,广福桥,1室1厅1厨1卫,中楼层 (共15层),54.02,平层,板楼,北,框架结构,精装,有,2021/12/14,商品房,普通住宅,8500
10289,武侯,双楠,3室1厅1厨2卫,高楼层 (共17层),109.77,平层,板塔结合,西南,框架结构,简装,有,44544,商品房,普通住宅,16000
10290,武侯,丽都,3室2厅1厨2卫,中楼层 (共12层),144.56,平层,板楼,东南 西北,砖混结构,毛坯,有,42827,商品房,普通住宅,35800
10291,武侯,川音,6室2厅1厨2卫,中楼层 (共29层),221.87,平层,塔楼,东,框架结构,精装,有,43529,商品房,普通住宅,43500
10292,武侯,航空路,3室2厅1厨2卫,中楼层 (共20层),141.77,跃层,板塔结合,南,框架结构,精装,有,44530,商品房,普通住宅,21800
10293,武侯,川大,3室2厅1厨1卫,高楼层 (共7层),96.11,平层,板塔结合,东南,砖混结构,简装,无,43062,商品房,普通住宅,26000
10294,武侯,棕北,3室1厅1厨1卫,中楼层 (共38层),90.59,平层,板楼,南,钢混结构,精装,有,44537,商品房,普通住宅,31300
10295,武侯,双楠,3室2厅1厨2卫,低楼层 (共9层),128.28,错层,板楼,南,钢混结构,毛坯,有,44458,商品房,普通住宅,20000
10296,武侯,川大,2室1厅1厨1卫,高楼层 (共7层),65.41,平层,板楼,东南,砖混结构,精装,无,44311,商品房,普通住宅,11200
10297,武侯,桐梓林,4室2厅1厨1卫,中楼层 (共11层),161.16,平层,板楼,北,钢混结构,简装,有,44300,商品房,普通住宅,30500
10298,武侯,双楠,4室2厅1厨2卫,低楼层 (共17层),176.39,平层,板楼,南,钢混结构,精装,有,44472,商品房,普通住宅,27000
10299,武侯,川大,3室1厅1厨2卫,高楼层 (共30层),111.88,平层,板塔结合,东,框架结构,简装,有,43910,商品房,普通住宅,31500
10300,武侯,五大花园,7室2厅1厨2卫,中楼层 (共7层),168.93,错层,板楼,东南,砖混结构,精装,无,44260,商品房,普通住宅,13800
10301,武侯,航空路,3室2厅1厨2卫,中楼层 (共9层),171.98,平层,塔楼,南,框架结构,精装,有,44439,商品房,普通住宅,40000
10302,武侯,航空路,3室2厅1厨2卫,高楼层 (共9层),177.7,平层,塔楼,南,钢混结构,简装,有,44198,商品房,普通住宅,34000
10303,武侯,五大花园,4室1厅1厨3卫,高楼层 (共6层),153.48,跃层,板楼,东,钢混结构,简装,无,44420,商品房,普通住宅,18300
10304,武侯,棕北,2室1厅1厨1卫,高楼层 (共7层),77.4,平层,板楼,西北,混合结构,简装,无,2021/6/27,商品房,普通住宅,9880
10305,武侯,航空路,3室2厅1厨2卫,高楼层 (共18层),134.63,平层,塔楼,西北,框架结构,精装,有,44435,商品房,普通住宅,26000
10306,武侯,五大花园,4室2厅1厨2卫,高楼层 (共7层),138.0,跃层,板楼,东南,砖混结构,简装,无,44245,商品房,普通住宅,11800
10307,武侯,五大花园,4室2厅1厨2卫,中楼层 (共7层),124.83,平层,板楼,东南 北,砖混结构,简装,无,44367,商品房,普通住宅,12400
10308,武侯,双楠,3室2厅1厨1卫,中楼层 (共7层),86.9,平层,板楼,南,砖混结构,精装,无,43937,商品房,普通住宅,10000
10309,武侯,火车南站,2室2厅1厨1卫,低楼层 (共34层),66.69,平层,板塔结合,西,钢混结构,简装,有,44501,商品房,普通住宅,17200
10310,武侯,火车南站,3室2厅1厨1卫,高楼层 (共34层),76.07,平层,板塔结合,东南,钢混结构,精装,有,44403,商品房,普通住宅,18800
