,类别,行政区,点评数,口味,环境,服务,人均消费
77634,甜点,H,72.0,7.6,8.0,7.9,18.0
77635,火锅,J,44.0,6.9,6.9,6.8,46.0
77637,浙菜,I,39.0,7.1,6.9,7.0,60.0
77641,料理,H,263.0,7.9,7.8,7.9,76.0
77642,川菜,H,30.0,7.4,7.3,7.5,20.0
77643,州菜,H,2232.0,8.7,9.0,8.7,85.0
77644,北菜,H,310.0,7.9,7.7,7.5,60.0
77646,本菜,H,743.0,9.1,8.3,9.0,105.0
77653,浙菜,I,9.0,7.4,7.3,7.4,45.0
77657,湘菜,H,1167.0,7.6,8.0,7.7,53.0
77658,本菜,H,350.0,6.8,7.1,7.0,63.0
77685,甜点,M,3.0,7.2,7.2,7.2,50.0
77690,浙菜,H,1933.0,9.0,8.9,8.6,87.0
77696,甜点,H,13.0,7.5,7.4,7.6,36.0
77699,浙菜,N,16.0,7.3,6.7,7.0,65.0
77703,湘菜,N,1.0,6.9,6.9,6.9,22.0
77708,快餐,N,17.0,6.5,7.0,6.9,36.0
77723,浙菜,H,724.0,8.0,8.3,8.2,76.0
77725,浙菜,H,2119.0,7.0,7.4,7.1,72.0
77727,川菜,H,7609.0,9.1,9.0,9.1,95.0
77728,川菜,H,4429.0,8.0,8.2,7.8,82.0
77729,川菜,H,2236.0,7.8,7.8,7.4,75.0
77730,川菜,H,1265.0,7.6,7.7,7.3,72.0
77731,粤菜,H,4372.0,8.5,8.4,8.2,77.0
77734,火锅,H,2897.0,8.4,8.7,8.2,136.0
77735,火锅,H,264.0,7.7,7.9,8.0,90.0
77736,火锅,H,424.0,8.0,7.3,7.1,30.0
77737,快餐,H,573.0,7.6,7.6,7.6,43.0
77738,快餐,H,67.0,7.8,7.7,7.8,24.0
77740,快餐,H,44.0,7.3,7.4,7.2,31.0
77741,本菜,H,138.0,7.3,7.8,7.3,53.0
77742,本菜,H,1016.0,8.3,8.0,8.3,32.0
77743,本菜,H,51.0,6.8,6.8,6.7,40.0
77744,本菜,H,175.0,7.0,7.1,7.5,63.0
77745,西餐,H,304.0,8.3,7.9,8.1,40.0
77746,甜点,H,318.0,8.7,8.4,8.5,17.0
77747,甜点,H,572.0,8.4,8.1,7.8,30.0
77748,甜点,H,606.0,7.8,8.0,7.9,36.0
77749,啡厅,H,373.0,7.9,7.8,7.6,40.0
77751,甜点,H,778.0,7.9,7.1,7.0,17.0
77752,甜点,H,155.0,7.6,7.6,7.5,21.0
77754,甜点,H,212.0,7.2,6.9,6.9,11.0
77755,甜点,H,185.0,7.2,7.0,7.0,12.0
77756,甜点,H,41.0,6.8,7.0,6.8,64.0
77762,烧烤,H,118.0,7.2,7.2,6.8,64.0
77763,北菜,H,4089.0,8.9,9.0,9.0,87.0
77767,甜点,H,29.0,7.2,7.4,7.3,24.0
77772,川菜,J,1087.0,9.1,9.1,9.0,87.0
77774,快餐,M,316.0,7.5,7.4,7.2,23.0
77775,快餐,M,11.0,7.3,7.2,7.2,30.0
77778,甜点,H,7.0,7.1,7.0,7.1,13.0
77782,西餐,M,220.0,7.0,7.7,7.4,118.0
77783,美食,M,20.0,7.1,7.5,7.2,88.0
77785,浙菜,M,81.0,6.8,6.6,6.6,72.0
77786,西餐,J,86.0,7.3,7.4,7.4,72.0
77788,美食,I,9.0,7.1,7.1,7.1,35.0
77789,浙菜,I,4.0,6.9,6.9,6.9,40.0
77792,火锅,H,1184.0,7.3,7.2,7.3,59.0
77793,甜点,H,561.0,7.5,7.1,7.2,30.0
77794,甜点,H,826.0,8.2,7.8,7.8,20.0
77795,烧烤,I,27.0,7.4,7.4,7.4,39.0
77803,快餐,M,3.0,6.8,6.8,6.5,27.0
77805,浙菜,J,213.0,7.6,7.7,7.5,70.0
77806,甜点,M,33.0,7.3,7.3,7.2,96.0
77808,川菜,M,2112.0,7.8,7.5,7.4,80.0
77809,快餐,M,122.0,7.2,7.2,7.2,27.0
77810,快餐,M,11.0,7.3,7.2,7.3,31.0
77811,本菜,M,64.0,7.1,7.2,7.3,63.0
77814,西餐,M,697.0,8.4,8.4,8.3,65.0
77815,西餐,M,315.0,7.1,7.5,7.1,124.0
77816,西餐,M,479.0,7.4,7.5,7.5,69.0
77817,西餐,M,14.0,6.9,7.1,7.1,73.0
77818,甜点,M,248.0,8.0,7.9,8.0,26.0
77819,啡厅,M,112.0,7.4,7.5,7.4,41.0
77826,海鲜,M,85.0,9.0,9.0,9.2,47.0
77830,浙菜,I,12.0,7.3,7.1,7.3,36.0
77831,海鲜,I,27.0,7.6,7.4,7.2,81.0
77833,西餐,J,75.0,7.7,7.7,7.7,49.0
77834,浙菜,J,334.0,7.4,7.3,7.2,131.0
77837,甜点,M,126.0,7.1,7.3,6.9,22.0
77841,火锅,M,100.0,7.7,7.1,7.6,75.0
77845,浙菜,M,4.0,7.1,7.1,7.1,35.0
77847,火锅,M,493.0,8.3,8.6,8.5,72.0
77856,美食,H,679.0,7.6,7.5,7.4,92.0
77859,本菜,H,823.0,8.6,8.6,8.8,121.0
77860,料理,H,4153.0,8.4,8.6,8.7,79.0
77861,甜点,H,83.0,7.3,7.4,7.3,12.0
77865,快餐,J,14.0,7.3,6.3,6.6,17.0
77867,湘菜,H,16.0,6.6,6.7,6.3,65.0
77868,浙菜,H,9.0,7.8,7.5,7.8,26.0
77870,火锅,J,1.0,6.9,6.9,6.9,52.0
77872,浙菜,J,22.0,7.1,6.7,7.0,65.0
77874,川菜,H,5.0,7.0,7.0,7.0,22.0
77876,啡厅,H,464.0,7.8,8.2,7.7,51.0
77883,甜点,J,11.0,7.3,7.0,7.2,33.0
77885,啡厅,H,12.0,7.2,7.3,7.1,30.0
77888,浙菜,H,1.0,6.8,6.8,6.8,50.0
77889,美食,J,16.0,7.4,7.3,7.4,95.0
77892,快餐,I,48.0,6.5,6.8,6.6,25.0
77894,啡厅,I,65.0,8.1,8.1,8.0,34.0
77898,浙菜,J,303.0,7.1,7.2,7.1,97.0
77899,北菜,M,1.0,6.9,6.9,6.9,33.0
77900,烧烤,J,40.0,7.3,7.5,7.6,114.0
77901,烧烤,H,5.0,7.1,7.1,7.3,80.0
77905,浙菜,H,120.0,7.7,8.0,7.8,182.0
77909,浙菜,J,10.0,6.9,6.9,7.1,59.0
77911,烧烤,J,12.0,7.4,7.1,7.4,25.0
77924,啡厅,M,81.0,7.3,7.4,7.1,233.0
77925,啡厅,M,13.0,7.4,7.5,7.5,59.0
77929,粤菜,H,225.0,8.7,9.0,9.0,408.0
77933,北菜,J,2.0,6.9,6.9,6.9,10.0
77944,浙菜,H,561.0,8.8,8.3,8.1,103.0
77946,美食,H,7.0,7.4,7.4,7.4,30.0
77948,烧烤,H,3257.0,7.7,8.2,7.7,113.0
77954,本菜,H,48.0,7.7,7.9,7.9,129.0
77960,粤菜,H,2.0,6.9,6.9,6.9,31.0
77962,快餐,N,25.0,7.6,7.8,7.8,27.0
77964,浙菜,J,33.0,6.8,6.7,6.6,78.0
77965,本菜,H,150.0,8.2,8.3,8.4,190.0
77968,甜点,H,81.0,8.3,8.3,8.6,21.0
77971,快餐,H,175.0,7.7,7.8,7.7,42.0
77976,火锅,H,92.0,6.5,6.6,6.6,70.0
77977,北菜,H,1414.0,7.9,8.1,7.9,63.0
77994,火锅,H,696.0,9.2,9.1,9.1,248.0
77995,火锅,H,3382.0,8.1,8.4,8.0,133.0
77998,烧烤,H,155.0,7.2,7.2,7.2,80.0
78000,北菜,M,1.0,7.1,7.1,6.8,23.0
78003,啡厅,M,33.0,7.1,7.4,7.0,67.0
78005,美食,H,9.0,7.3,7.6,7.5,20.0
78013,火锅,H,57.0,8.7,8.7,8.9,100.0
78017,啡厅,H,39.0,7.6,7.5,7.7,32.0
78018,西菜,H,55.0,7.8,8.1,7.9,102.0
78022,啡厅,H,9.0,7.0,7.1,7.0,31.0
78028,甜点,H,52.0,7.4,7.5,7.6,20.0
78035,浙菜,H,10.0,6.8,6.8,6.8,43.0
78039,海鲜,H,18.0,6.8,7.0,6.6,68.0
78041,美食,J,1.0,7.2,6.9,7.2,27.0
78044,啡厅,H,39.0,7.1,7.3,7.3,69.0
78056,快餐,M,2.0,7.1,7.1,7.1,18.0
78057,西餐,H,14.0,7.5,7.5,7.5,50.0
78069,甜点,H,22.0,7.5,7.7,7.6,16.0
78073,啡厅,H,52.0,7.3,7.5,7.5,32.0
78075,火锅,H,125.0,8.2,7.8,8.2,47.0
78077,浙菜,H,13.0,7.5,7.0,7.0,54.0
78088,本菜,H,29.0,8.2,7.9,8.6,97.0
78089,西餐,H,122.0,9.2,9.2,9.2,85.0
78091,啡厅,H,15.0,7.0,7.2,7.0,40.0
78098,浙菜,M,56.0,7.0,6.9,6.9,57.0
78100,甜点,J,13.0,6.9,6.9,6.9,17.0
78103,西餐,J,83.0,7.5,7.4,7.2,47.0
78110,浙菜,J,59.0,7.4,7.3,7.3,44.0
78111,川菜,J,2.0,7.3,7.3,7.3,64.0
78132,北菜,M,10.0,7.3,7.2,7.4,50.0
78133,烧烤,M,21.0,7.3,6.8,7.3,39.0
78137,火锅,J,54.0,7.8,7.8,7.9,92.0
78142,烧烤,M,25.0,7.2,7.4,7.4,62.0
78144,川菜,J,8.0,7.4,7.3,7.3,36.0
78154,素菜,M,432.0,8.6,8.5,8.6,21.0
78155,西餐,M,3.0,6.7,6.8,6.8,52.0
78158,快餐,J,37.0,7.2,7.2,7.1,17.0
78166,浙菜,M,464.0,8.0,8.8,8.0,126.0
78168,浙菜,J,63.0,8.3,8.1,8.1,136.0
78170,快餐,J,164.0,7.4,7.4,7.1,39.0
78177,甜点,J,48.0,6.8,6.9,6.9,19.0
78185,快餐,J,1.0,7.5,7.5,7.5,15.0
78186,甜点,M,3.0,7.0,7.0,7.0,25.0
78191,川菜,J,4.0,7.2,6.6,7.1,35.0
78192,湘菜,J,80.0,6.9,6.7,6.9,71.0
78193,火锅,J,44.0,8.0,7.8,8.0,78.0
78194,快餐,J,79.0,7.1,7.4,7.0,29.0
78195,本菜,J,71.0,7.5,7.4,7.4,27.0
78200,浙菜,H,16.0,7.0,7.0,7.0,88.0
78201,甜点,M,62.0,6.9,7.0,6.7,21.0
78208,快餐,J,47.0,7.4,7.3,7.3,14.0
78210,快餐,M,45.0,7.3,7.2,6.9,87.0
78217,快餐,M,44.0,7.4,7.3,7.4,15.0
78218,啡厅,J,87.0,7.9,8.1,8.1,35.0
78224,川菜,J,1.0,6.9,6.9,6.9,35.0
78229,甜点,J,50.0,6.9,7.1,7.0,16.0
78236,快餐,H,37.0,7.3,7.2,7.2,25.0
78237,快餐,J,44.0,7.2,7.3,7.2,27.0
78243,快餐,E,16.0,7.3,7.1,7.2,32.0
78252,快餐,M,31.0,7.1,7.1,7.0,16.0
78254,快餐,H,45.0,8.1,7.7,7.5,20.0
78259,北菜,H,100.0,8.7,8.7,8.7,44.0
78261,快餐,J,1.0,6.9,6.9,6.9,19.0
78274,川菜,H,17.0,7.3,7.2,7.3,108.0
78279,烧烤,J,321.0,7.8,8.6,8.1,84.0
78281,川菜,M,10.0,7.2,7.2,7.2,50.0
78283,火锅,M,29.0,7.5,7.4,7.5,75.0
78286,快餐,J,20.0,7.4,7.3,7.3,48.0
78294,快餐,M,1.0,7.2,7.2,7.2,79.0
78297,浙菜,K,46.0,7.0,6.8,6.8,68.0
78308,美食,M,26.0,7.2,7.2,7.2,36.0
78309,浙菜,J,251.0,6.8,6.4,6.1,55.0
78330,湘菜,M,28.0,7.2,7.0,7.2,48.0
78333,常菜,M,8.0,7.2,7.1,7.1,49.0
78334,北菜,M,3.0,6.9,6.9,6.9,19.0
78336,快餐,J,16.0,7.7,7.3,7.7,19.0
78338,烧烤,M,13.0,7.0,6.8,6.9,36.0
78340,料理,M,51.0,7.0,6.9,6.8,80.0
78344,素菜,H,45.0,9.0,9.0,9.0,43.0
78350,北菜,J,15.0,7.4,7.0,7.0,148.0
78351,川菜,M,21.0,7.3,7.1,7.3,41.0
78357,浙菜,M,38.0,7.4,7.2,7.3,66.0
78358,川菜,M,137.0,7.3,7.3,7.3,75.0
78362,浙菜,H,257.0,7.7,7.4,7.3,69.0
78363,快餐,M,33.0,6.9,7.0,7.1,18.0
78370,火锅,M,246.0,7.3,7.0,7.0,110.0
78376,快餐,M,7.0,7.3,7.0,7.0,21.0
78378,海鲜,J,9.0,7.0,7.0,7.0,36.0
78379,海鲜,J,43.0,6.9,7.0,7.0,91.0
78382,美食,M,18.0,7.1,7.1,7.1,40.0
78390,火锅,H,25.0,6.7,6.5,6.3,48.0
78394,甜点,J,192.0,7.3,7.0,7.1,18.0
78395,快餐,M,216.0,7.5,7.4,7.2,31.0
78402,西餐,J,3.0,6.9,6.7,6.7,50.0
78404,快餐,M,60.0,6.7,6.8,6.6,20.0
78413,快餐,M,30.0,7.4,7.3,7.3,39.0
78415,龙虾,H,69.0,6.9,6.7,6.8,71.0
78417,火锅,H,31.0,7.2,7.5,7.1,90.0
78418,龙虾,J,277.0,8.0,7.8,7.7,132.0
78422,火锅,M,49.0,7.8,7.6,7.6,53.0
78423,湘菜,J,50.0,7.0,6.8,6.5,64.0
78425,浙菜,J,59.0,7.6,7.6,7.8,85.0
78427,美食,C,15.0,7.4,7.3,7.2,10.0
78428,烧烤,H,44.0,7.1,6.9,7.0,103.0
78430,海鲜,H,34.0,7.0,7.0,7.1,23.0
78436,料理,H,17.0,7.5,7.4,7.4,53.0
78437,浙菜,M,34.0,8.0,7.7,8.2,86.0
78440,美食,C,16.0,6.9,6.7,6.7,45.0
78445,快餐,K,58.0,7.5,7.8,7.5,33.0
78446,甜点,K,25.0,7.7,7.6,7.7,22.0
78447,火锅,M,840.0,7.3,7.0,7.1,99.0
78448,北菜,M,77.0,7.1,6.9,7.0,50.0
78449,龙虾,M,117.0,7.8,7.5,7.5,96.0
78451,火锅,M,134.0,7.3,7.6,7.9,131.0
78452,烧烤,J,13.0,6.9,7.1,7.2,49.0
78453,啡厅,J,61.0,7.4,8.0,7.3,35.0
78455,啡厅,M,23.0,7.7,7.7,7.7,41.0
78456,啡厅,M,15.0,7.7,7.8,7.7,41.0
78457,浙菜,H,14.0,7.5,7.3,7.3,50.0
78458,海鲜,H,38.0,7.3,7.3,7.2,58.0
78459,北菜,H,41.0,7.6,7.8,8.0,59.0
78460,快餐,H,17.0,7.3,7.2,7.2,17.0
78462,甜点,H,1.0,7.5,7.5,7.5,17.0
78463,甜点,H,20.0,7.4,7.4,7.4,14.0
78464,湘菜,H,49.0,7.2,7.0,7.1,43.0
78465,美食,M,826.0,8.3,8.9,7.9,89.0
78466,川菜,M,68.0,7.1,6.9,7.0,65.0
78467,烧烤,M,250.0,7.9,7.7,8.2,81.0
78468,浙菜,M,1428.0,7.6,7.2,7.0,72.0
78469,美食,I,2.0,7.3,7.3,7.3,13.0
78472,北菜,M,94.0,8.2,8.2,8.2,28.0
78474,火锅,M,25.0,7.5,7.4,7.5,92.0
78475,火锅,M,150.0,6.9,6.7,6.7,103.0
78476,烧烤,M,83.0,7.1,7.1,7.3,75.0
78479,龙虾,M,32.0,6.7,6.7,6.8,84.0
78485,海鲜,M,32.0,7.1,7.2,7.3,140.0
78489,湘菜,M,136.0,7.3,7.3,7.3,66.0
78490,海鲜,M,30.0,7.5,7.1,7.1,63.0
78491,啡厅,M,34.0,6.6,6.8,6.6,80.0
78493,海鲜,M,23.0,6.8,6.8,6.8,100.0
78494,湘菜,M,30.0,7.4,7.3,7.4,44.0
78496,川菜,M,173.0,7.8,7.6,7.7,61.0
78497,快餐,M,16.0,8.0,8.0,8.0,19.0
78499,美食,J,4.0,6.9,6.9,6.9,27.0
78501,浙菜,M,56.0,7.0,6.9,6.9,45.0
78504,湘菜,M,21.0,7.0,6.8,7.0,47.0
78506,湘菜,M,17.0,7.3,7.2,7.3,42.0
78512,火锅,M,3.0,7.1,7.1,7.1,35.0
78515,烧烤,M,39.0,7.1,6.9,7.0,83.0
78516,快餐,H,14.0,7.5,7.2,7.3,14.0
78517,川菜,M,1.0,6.9,6.9,6.9,50.0
78524,粤菜,M,2.0,6.3,6.3,6.3,66.0
78526,快餐,M,27.0,7.7,7.8,7.7,28.0
78528,啡厅,M,525.0,8.1,8.5,7.7,57.0
78542,川菜,H,18.0,6.6,6.6,6.7,84.0
78543,快餐,H,63.0,7.3,7.2,7.3,18.0
78547,西餐,M,71.0,8.0,8.7,8.6,98.0
78552,本菜,M,329.0,8.7,8.2,8.7,93.0
78553,本菜,M,172.0,8.2,8.6,8.6,111.0
78554,本菜,M,73.0,8.1,8.3,8.2,102.0
78559,快餐,M,2.0,7.1,7.1,7.1,16.0
78583,浙菜,H,40.0,7.1,7.0,6.8,57.0
78584,西餐,M,19.0,6.4,6.4,6.4,57.0
78589,快餐,J,8.0,7.8,7.5,7.8,27.0
78595,火锅,M,67.0,7.5,8.0,7.4,63.0
78596,快餐,M,18.0,7.3,7.6,7.6,38.0
78599,美食,J,30.0,7.6,7.5,7.4,69.0
78600,西餐,M,6.0,7.0,7.0,7.0,15.0
78602,快餐,M,77.0,7.6,7.3,7.2,9.0
78607,浙菜,J,6.0,7.2,7.2,7.3,35.0
78610,快餐,J,6.0,7.6,7.3,7.6,13.0
78615,甜点,M,19.0,7.6,7.6,7.6,12.0
78617,浙菜,M,14.0,7.2,7.5,7.3,68.0
78622,甜点,M,54.0,7.2,7.3,7.1,112.0
78633,浙菜,M,148.0,7.7,8.3,7.9,76.0
78635,海鲜,M,414.0,8.3,8.6,7.9,130.0
78639,烧烤,M,12.0,6.8,6.7,6.9,35.0
78648,浙菜,H,43.0,7.6,7.7,7.6,53.0
78650,料理,M,27.0,7.4,7.5,7.4,48.0
78659,快餐,J,1.0,7.0,7.2,6.9,15.0
78661,烧烤,J,229.0,8.1,8.2,8.4,71.0
78664,疆菜,J,2.0,7.0,6.9,7.0,23.0
78666,湘菜,J,3.0,6.7,6.7,6.7,22.0
78672,浙菜,I,34.0,6.8,6.8,6.7,78.0
78673,浙菜,I,399.0,7.6,8.2,7.3,92.0
78676,西餐,M,20.0,6.8,7.1,7.1,25.0
78681,浙菜,J,121.0,6.9,6.9,6.8,79.0
78682,甜点,M,115.0,7.2,7.2,6.9,42.0
78683,粤菜,J,15.0,7.3,7.2,7.2,28.0
78688,川菜,J,14.0,7.4,7.2,7.0,55.0
78690,快餐,M,30.0,7.4,7.6,7.4,23.0
78691,烧烤,M,21.0,6.7,6.7,6.7,59.0
78692,啡厅,H,202.0,8.9,8.9,8.9,153.0
78703,西餐,M,10.0,7.2,7.2,7.2,30.0
78705,粤菜,H,187.0,8.6,9.0,8.0,194.0
78706,甜点,M,14.0,7.6,7.6,7.6,20.0
78709,烧烤,M,989.0,8.1,8.5,8.5,126.0
78713,川菜,J,59.0,6.9,6.7,6.9,41.0
78715,烧烤,H,1.0,7.0,7.0,7.0,51.0
78718,快餐,J,13.0,7.7,7.6,7.8,11.0
78720,湘菜,J,11.0,7.4,7.1,7.2,60.0
78721,浙菜,H,386.0,8.3,8.4,7.5,129.0
78722,粤菜,H,529.0,6.9,6.8,6.7,64.0
78723,粤菜,H,111.0,6.3,6.5,6.2,71.0
78724,粤菜,H,85.0,6.4,6.7,6.5,59.0
78725,快餐,H,54.0,7.4,7.7,7.4,45.0
78726,快餐,H,268.0,6.9,7.1,6.8,38.0
78727,快餐,H,242.0,7.7,7.6,7.5,57.0
78728,快餐,H,220.0,6.6,6.9,6.8,34.0
78729,快餐,H,177.0,6.2,6.3,6.1,53.0
78730,本菜,H,23.0,7.9,7.7,7.6,92.0
78731,料理,C,77.0,6.3,7.0,6.6,79.0
78733,西餐,H,136.0,6.8,6.6,6.2,32.0
78734,西餐,H,102.0,7.3,7.1,7.0,25.0
78735,甜点,H,118.0,7.6,8.0,7.9,48.0
78736,甜点,H,148.0,7.8,7.7,7.7,20.0
78737,甜点,H,52.0,7.4,7.2,7.0,20.0
78738,甜点,H,90.0,7.1,7.2,6.8,24.0
78739,甜点,H,22.0,6.9,7.3,7.0,35.0
78744,啡厅,H,125.0,7.2,7.3,7.1,40.0
78746,快餐,H,153.0,5.8,6.3,6.0,53.0
78756,川菜,H,141.0,7.1,7.2,6.7,86.0
78757,粤菜,H,621.0,7.7,7.7,7.5,77.0
78758,快餐,H,149.0,7.9,8.3,8.0,59.0
78759,快餐,H,44.0,7.9,7.6,7.6,44.0
78760,快餐,H,72.0,6.2,6.7,6.4,49.0
78761,快餐,C,130.0,7.1,7.2,7.1,40.0
78762,快餐,H,38.0,7.1,7.0,6.9,34.0
78763,西餐,H,207.0,7.8,8.2,7.4,75.0
78764,啡厅,H,192.0,7.9,7.6,7.7,52.0
78765,啡厅,H,400.0,7.3,7.4,7.4,36.0
78769,啡厅,H,37.0,6.8,6.9,7.0,94.0
78776,快餐,J,18.0,7.0,7.1,6.7,10.0
78782,粤菜,H,5.0,7.5,7.5,7.5,31.0
78792,快餐,M,3.0,6.9,7.0,6.9,16.0
78793,料理,M,194.0,7.9,7.7,8.1,39.0
78794,美食,M,4.0,7.2,7.2,7.2,20.0
78799,西餐,M,6.0,7.1,7.1,7.1,45.0
78814,烧烤,H,13.0,7.5,7.3,7.3,30.0
78816,浙菜,M,2515.0,9.0,8.7,8.5,92.0
78818,浙菜,H,57.0,6.7,6.8,6.8,64.0
78823,北菜,M,15.0,6.8,6.9,6.9,38.0
78828,快餐,M,2.0,6.9,6.8,6.8,15.0
78829,甜点,J,33.0,8.2,8.1,8.1,17.0
78832,粤菜,M,144.0,7.2,7.0,7.0,46.0
78833,常菜,M,4.0,7.1,7.0,7.1,28.0
78834,快餐,N,5.0,7.4,7.4,7.3,35.0
78841,西餐,H,23.0,7.4,7.3,7.2,45.0
78843,快餐,M,6.0,7.5,7.5,7.5,11.0
78845,甜点,M,31.0,7.0,6.9,6.9,8.0
78847,啡厅,K,59.0,7.6,7.7,7.4,68.0
78851,啡厅,H,195.0,6.9,7.4,7.1,39.0
78857,啡厅,H,59.0,7.4,7.3,7.3,39.0
78861,快餐,I,9.0,7.1,7.1,7.0,17.0
78866,甜点,J,31.0,7.9,8.1,8.1,13.0
78868,快餐,M,25.0,6.9,6.5,6.7,30.0
78870,浙菜,J,1286.0,7.6,7.8,7.2,114.0
78871,火锅,J,891.0,8.7,8.5,8.5,116.0
78873,火锅,J,328.0,7.1,6.9,7.1,80.0
78874,快餐,J,48.0,7.0,7.1,7.1,18.0
78875,快餐,J,6.0,7.1,7.1,7.3,18.0
78876,本菜,J,17.0,7.4,7.5,7.4,26.0
78878,啡厅,J,40.0,8.0,8.2,8.0,43.0
78879,甜点,J,60.0,7.8,7.9,7.6,26.0
78880,甜点,J,181.0,7.6,7.8,7.7,86.0
78881,甜点,J,56.0,7.8,7.7,7.5,114.0
78884,美食,J,10.0,6.5,6.5,6.5,22.0
78887,啡厅,J,68.0,7.4,7.5,7.4,43.0
78888,烧烤,J,73.0,7.1,7.4,7.2,60.0
78892,浙菜,I,52.0,7.8,7.4,7.5,59.0
78896,北菜,J,20.0,7.3,7.2,7.1,43.0
78905,快餐,J,22.0,7.3,7.2,7.2,18.0
78906,快餐,J,42.0,7.0,6.9,6.9,13.0
78909,甜点,J,47.0,7.7,8.2,7.9,17.0
78910,啡厅,H,5.0,7.4,7.3,7.3,22.0
78912,西餐,J,257.0,8.4,8.9,8.5,120.0
78918,烧烤,J,1.0,6.9,6.9,6.9,35.0
78920,快餐,J,4.0,7.1,7.1,7.3,18.0
78921,甜点,M,40.0,7.1,7.1,7.0,13.0
78925,快餐,J,35.0,7.2,7.3,6.6,32.0
78928,火锅,J,15.0,7.0,7.2,7.3,82.0
78931,烧烤,M,36.0,7.5,7.5,7.5,51.0
78934,快餐,J,206.0,8.1,8.1,7.6,29.0
78939,川菜,J,1.0,6.9,6.9,6.9,50.0
78940,浙菜,J,78.0,6.9,7.0,6.8,112.0
78943,火锅,J,93.0,6.5,6.3,6.2,65.0
78946,快餐,J,5.0,7.7,7.5,7.7,27.0
78948,火锅,J,56.0,6.8,6.7,6.6,76.0
78950,快餐,J,7.0,6.4,6.4,6.4,13.0
78956,甜点,J,1.0,6.9,6.9,6.9,11.0
78964,浙菜,M,8.0,7.7,7.7,7.7,160.0
78967,火锅,M,99.0,9.1,8.9,9.1,119.0
78977,啡厅,M,27.0,7.4,7.6,7.3,43.0
78987,粤菜,H,89.0,7.7,8.1,7.6,156.0
78988,浙菜,J,194.0,8.3,8.2,8.1,89.0
78997,火锅,J,931.0,8.1,8.4,8.5,97.0
78998,助餐,J,16798.0,7.9,8.2,8.0,107.0
79004,快餐,J,56.0,7.4,7.3,7.4,32.0
79005,快餐,J,7.0,7.3,7.0,6.8,19.0
79006,本菜,J,88.0,7.1,8.4,7.0,194.0
79010,快餐,J,73.0,7.4,7.2,7.3,15.0
79014,快餐,J,13.0,7.7,7.7,7.8,27.0
79015,快餐,J,19.0,6.9,6.9,7.1,15.0
79020,西餐,J,42.0,7.5,7.5,7.1,66.0
79021,浙菜,J,133.0,7.2,7.2,7.1,99.0
79023,川菜,J,48.0,7.7,7.4,7.7,32.0
79025,快餐,J,102.0,7.6,7.5,7.3,28.0
79047,粤菜,J,172.0,6.4,6.5,6.5,136.0
79050,甜点,J,385.0,8.1,8.1,8.2,15.0
79052,甜点,J,20.0,7.4,7.4,7.4,22.0
79056,火锅,J,67.0,7.6,7.5,7.6,124.0
79060,川菜,J,5.0,7.7,7.7,7.7,28.0
79061,快餐,H,197.0,7.2,7.2,7.2,31.0
79062,快餐,H,28.0,7.3,7.2,7.4,39.0
79068,甜点,H,9.0,6.7,6.8,7.0,78.0
79071,湘菜,J,21.0,6.9,6.9,6.9,78.0
79073,川菜,J,10.0,7.3,7.2,7.6,71.0
79075,浙菜,I,57.0,7.6,7.3,7.5,79.0
79077,快餐,J,21.0,7.4,7.1,7.1,9.0
79078,西餐,J,40.0,7.0,7.0,7.1,28.0
79081,美食,J,67.0,8.2,8.4,8.3,61.0
79090,快餐,M,8.0,7.0,6.8,6.9,16.0
79094,甜点,H,9.0,7.5,7.2,7.3,28.0
79102,烧烤,J,993.0,9.0,8.3,9.1,74.0
79104,快餐,H,4.0,7.6,7.6,7.6,18.0
79106,北菜,J,19.0,7.2,6.9,6.8,54.0
79107,西菜,J,31.0,7.3,7.0,7.0,64.0
79108,快餐,J,63.0,7.3,7.1,7.1,14.0
79117,甜点,M,9.0,7.4,7.2,7.2,15.0
79119,火锅,J,267.0,8.4,8.2,8.2,96.0
79120,快餐,J,144.0,7.6,7.6,7.5,21.0
79122,浙菜,M,566.0,8.5,8.8,8.3,81.0
79123,川菜,M,609.0,8.4,8.2,8.1,82.0
79124,川菜,M,42.0,7.5,7.6,7.6,46.0
79125,川菜,M,86.0,7.4,7.6,7.5,102.0
79126,粤菜,M,133.0,7.0,7.8,7.1,76.0
79127,火锅,M,651.0,8.4,8.5,8.1,123.0
79128,快餐,M,118.0,7.7,7.9,7.8,33.0
79129,快餐,M,54.0,7.5,7.8,7.2,33.0
79130,快餐,M,85.0,7.1,7.2,7.0,42.0
79131,快餐,M,26.0,7.1,7.4,7.2,23.0
79132,快餐,M,13.0,7.4,7.3,7.3,23.0
79133,料理,M,273.0,7.2,7.6,7.5,99.0
79134,西餐,M,112.0,7.7,8.0,7.5,76.0
79135,西餐,M,64.0,7.6,7.7,7.6,39.0
79136,甜点,M,42.0,7.1,7.4,7.3,26.0
79137,甜点,M,45.0,6.9,7.1,7.0,18.0
79138,甜点,M,23.0,7.4,7.4,7.4,20.0
79139,甜点,M,33.0,7.5,7.5,7.5,13.0
79140,啡厅,M,23.0,7.4,7.5,7.5,36.0
79153,快餐,J,1.0,7.3,7.3,7.3,27.0
79157,甜点,J,91.0,7.7,8.0,7.9,15.0
79159,浙菜,J,7.0,7.7,7.6,7.6,56.0
